popid,pop
14610,170
14611,119
14612,172
14613,9
14614,79
14615,35
14616,28
14617,187
14618,0
14619,68
14620,282
14621,271
14622,311
14623,217
14624,19
14625,0
14626,264
14627,201
14628,157
14629,73
14630,154
14631,34
14632,23
14633,62
14634,331
14635,193
14636,26
14637,124
14638,26
14639,66
14640,149
14641,110
14642,37
14643,112
14644,173
14645,146
14646,169
14647,0
14648,365
14649,24
14650,6
14651,98
14652,204
14653,183
14654,262
14655,29
14656,29
14657,95
14658,87
14659,134
14660,101
14661,1
14662,64
14663,34
14664,54
14665,710
14666,75
14667,83
14668,8
14669,4
14670,104
14671,0
14672,87
14673,0
14674,15
14675,74
14676,71
14677,93
14678,116
14679,93
14680,78
14681,100
14682,83
14683,108
14684,82
14685,51
14686,24
14687,50
14688,66
14689,41
14690,36
14691,49
14692,54
14693,98
14694,99
14695,86
14696,79
14697,88
14698,82
14699,79
14700,72
14701,72
14702,55
14703,0
14704,123
14705,52
14706,36
14707,31
14708,3
14709,50
14710,87
14711,115
14712,98
14713,89
14714,102
14715,95
14716,100
14717,12
14718,78
14719,20
14720,51
14721,60
14722,66
14723,71
14724,61
14725,81
14726,52
14727,19
14728,0
14729,2
14730,0
14731,2
14732,0
14733,17
14734,26
14735,48
14736,34
14737,62
14738,51
14739,19
14740,97
14741,67
14742,73
14743,124
14744,99
14745,36
14746,41
14747,32
14748,127
14749,96
14750,52
14751,72
14752,126
14753,142
14754,19
14755,19
14756,34
14757,102
14758,69
14759,5
14760,62
14761,111
14762,102
14763,156
14764,110
14765,136
14766,133
14767,132
14768,70
14769,112
14770,34
14771,67
14772,42
14773,89
14774,121
14775,87
14776,74
14777,77
14778,33
14779,34
14780,60
14781,16
14782,20
14783,21
14784,63
14785,114
14786,8
14787,75
14788,12
14789,13
14790,71
14791,15
14792,45
14793,47
14794,51
14795,51
14796,88
14797,59
14798,32
14799,42
14800,29
14801,42
14802,39
14803,52
14804,63
14805,58
14806,42
14807,50
14808,43
14809,67
14810,41
14811,22
14812,124
14813,18
14814,92
14815,66
14816,77
14817,59
14818,52
14819,13
14820,30
14821,41
14822,50
14823,73
14824,17
14825,43
14826,32
14827,103
14828,75
14829,7
14830,66
14831,65
14832,93
14833,72
14834,89
14835,0
14836,5
14837,53
14838,47
14839,68
14840,67
14841,22
14842,0
14843,182
14844,105
14845,8
14846,0
14847,99
14848,85
14849,117
14850,39
14851,27
14852,66
14853,60
14854,89
14855,29
14856,56
14857,65
14858,41
14859,59
14860,61
14861,61
14862,49
14863,28
14864,91
14865,46
14866,48
14867,38
14868,39
14869,42
14870,42
14871,56
14872,80
14873,71
14874,33
14875,79
14876,11
14877,70
14878,170
14879,86
14880,87
14881,96
14882,32
14883,69
14884,94
14885,33
14886,42
14887,3
14888,62
14889,52
14890,118
14891,35
14892,0
14893,15
14894,128
14895,110
14896,110
14897,92
14898,0
14899,102
14900,133
14901,92
14902,79
14903,0
14904,75
14905,129
14906,127
14907,86
14908,201
14909,175
14910,132
14911,42
14912,102
14913,84
14914,159
14915,177
14916,51
14917,148
14918,123
14919,0
14920,16
14921,0
14922,101
14923,108
14924,111
14925,138
14926,99
14927,56
14928,61
14929,76
14930,168
14931,110
14932,106
14933,83
14934,154
14935,156
14936,104
14937,24
14938,68
14939,145
14940,175
14941,54
14942,25
14943,33
14944,95
14945,97
14946,143
14947,135
14948,135
14949,209
14950,144
14951,148
14952,178
14953,59
14954,88
14955,83
14956,35
14957,95
14958,127
14959,135
14960,180
14961,157
14962,87
14963,121
14964,137
14965,125
14966,200
14967,178
14968,260
14969,52
14970,33
14971,41
14972,36
14973,126
14974,38
14975,60
14976,93
14977,116
14978,91
14979,82
14980,95
14981,70
14982,58
14983,37
14984,47
14985,44
14986,96
14987,93
14988,65
14989,119
14990,130
14991,111
14992,186
14993,135
14994,107
14995,154
14996,132
14997,133
14998,125
14999,202
15000,168
15001,26
15002,0
15003,0
15004,3
15005,0
15006,0
15007,7
15008,39
15009,67
15010,28
15011,3
15012,24
15013,49
15014,12
15015,0
15016,60
15017,80
15018,96
15019,108
15020,94
15021,7
15022,49
15023,72
15024,58
15025,78
15026,0
15027,50
15028,12
15029,44
15030,9
15031,64
15032,51
15033,0
15034,78
15035,38
15036,33
15037,15
15038,0
15039,10
15040,14
15041,32
15042,26
15043,0
15044,0
15045,0
15046,10
15047,0
15048,15
15049,0
15050,4
15051,0
15052,0
15053,0
15054,32
15055,57
15056,83
15057,0
15058,1
15059,82
15060,108
15061,65
15062,85
15063,16
15064,118
15065,38
15066,12
15067,126
15068,10
15069,20
15070,34
15071,48
15072,102
15073,108
15074,62
15075,43
15076,0
15077,40
15078,40
15079,22
15080,33
15081,2
15082,30
15083,62
15084,53
15085,41
15086,17
15087,26
15088,17
15089,2
15090,4
15091,0
15092,15
15093,14
15094,0
15095,0
15096,0
15097,0
15098,2
15099,0
15100,19
15101,86
15102,148
15103,145
15104,95
15105,78
15106,105
15107,64
15108,108
15109,51
15110,86
15111,86
15112,79
15113,118
15114,126
15115,132
15116,68
15117,135
15118,100
15119,71
15120,59
15121,63
15122,79
15123,63
15124,6
15125,16
15126,7
15127,11
15128,0
15129,0
15130,0
15131,103
15132,99
15133,135
15134,109
15135,116
15136,136
15137,142
15138,125
15139,124
15140,96
15141,119
15142,133
15143,85
15144,0
15145,122
15146,83
15147,98
15148,60
15149,60
15150,40
15151,55
15152,76
15153,10
15154,10
15155,27
15156,62
15157,1
15158,16
15159,0
15160,0
15161,0
15162,0
15163,0
15164,0
15165,28
15166,131
15167,32
15168,146
15169,141
15170,114
15171,60
15172,119
15173,190
15174,77
15175,110
15176,97
15177,172
15178,106
15179,76
15180,97
15181,36
15182,19
15183,0
15184,15
15185,41
15186,10
15187,50
15188,51
15189,19
15190,28
15191,3
15192,31
15193,114
15194,22
15195,2
15196,1
15197,12
15198,0
15199,0
15200,0
15201,9
15202,11
15203,0
15204,0
15205,75
15206,21
15207,79
15208,98
15209,0
15210,99
15211,110
15212,58
15213,78
15214,58
15215,59
15216,85
15217,80
15218,101
15219,86
15220,58
15221,83
15222,91
15223,118
15224,96
15225,62
15226,55
15227,62
15228,58
15229,0
15230,51
15231,93
15232,0
15233,41
15234,26
15235,0
15236,109
15237,42
15238,69
15239,18
15240,145
15241,0
15242,5
15243,0
15244,0
15245,17
15246,0
15247,0
15248,0
15249,0
15250,0
15251,0
15252,0
15253,0
15254,89
15255,67
15256,54
15257,84
15258,85
15259,11
15260,28
15261,92
15262,47
15263,45
15264,61
15265,98
15266,69
15267,49
15268,70
15269,51
15270,94
15271,119
15272,184
15273,46
15274,117
15275,92
15276,56
15277,0
15278,3
15279,0
15280,10
15281,34
15282,0
15283,50
15284,13
15285,49
15286,16
15287,33
15288,71
15289,1
15290,113
15291,20
15292,81
15293,64
15294,90
15295,64
15296,18
15297,127
15298,52
15299,108
15300,0
15301,92
15302,0
15303,0
15304,69
15305,0
15306,0
15307,91
15308,9
15309,15
15310,0
15311,339
15312,13
15313,3
15314,0
15315,13
15316,3
15317,89
15318,85
15319,0
15320,40
15321,0
15322,35
15323,24
15324,21
15325,14
15326,14
15327,66
15328,31
15329,46
15330,27
15331,18
15332,32
15333,39
15334,19
15335,110
15336,29
15337,0
15338,7
15339,0
15340,0
15341,0
15342,0
15343,2
15344,0
15345,0
15346,0
15347,7
15348,0
15349,0
15350,12
15351,15
15352,1
15353,0
15354,0
15355,0
15356,0
15357,0
15358,26
15359,0
15360,78
15361,0
15362,35
15363,69
15364,0
15365,22
15366,7
15367,3
15368,34
15369,19
15370,37
15371,64
15372,0
15373,39
15374,77
15375,287
15376,218
15377,0
15378,45
15379,37
15380,44
15381,145
15382,154
15383,0
15384,0
15385,0
15386,0
15387,77
15388,0
15389,0
15390,113
15391,41
15392,104
15393,0
15394,0
15395,8
15396,0
15397,0
15398,0
15399,0
15400,0
15401,0
15402,0
15403,0
15404,0
15405,0
15406,0
15407,7
15408,0
15409,0
15410,113
15411,46
15412,50
15413,45
15414,82
15415,125
15416,156
15417,119
15418,103
15419,33
15420,68
15421,84
15422,16
15423,86
15424,66
15425,46
15426,55
15427,78
15428,64
15429,0
15430,82
15431,100
15432,40
15433,124
15434,94
15435,117
15436,81
15437,44
15438,30
15439,95
15440,99
15441,100
15442,113
15443,65
15444,43
15445,50
15446,61
15447,79
15448,0
15449,12
15450,0
15451,38
15452,0
15453,0
15454,47
15455,30
15456,55
15457,27
15458,0
15459,8
15460,61
15461,43
15462,221
15463,39
15464,51
15465,90
15466,107
15467,80
15468,93
15469,105
15470,87
15471,0
15472,85
15473,61
15474,73
15475,64
15476,48
15477,73
15478,67
15479,41
15480,66
15481,71
15482,92
15483,96
15484,0
15485,51
15486,34
15487,27
15488,38
15489,32
15490,93
15491,128
15492,124
15493,121
15494,148
15495,102
15496,101
15497,125
15498,123
15499,126
15500,113
15501,100
15502,87
15503,72
15504,32
15505,45
15506,90
15507,82
15508,87
15509,91
15510,95
15511,105
15512,88
15513,25
15514,0
15515,0
15516,19
15517,0
15518,0
15519,0
15520,0
15521,0
15522,0
15523,210
15524,64
15525,87
15526,82
15527,68
15528,66
15529,86
15530,7
15531,75
15532,57
15533,102
15534,34
15535,28
15536,28
15537,50
15538,62
15539,39
15540,48
15541,34
15542,41
15543,50
15544,49
15545,60
15546,90
15547,47
15548,38
15549,43
15550,32
15551,17
15552,38
15553,0
15554,16
15555,22
15556,104
15557,112
15558,124
15559,100
15560,102
15561,117
15562,93
15563,81
15564,88
15565,77
15566,87
15567,97
15568,73
15569,22
15570,116
15571,109
15572,122
15573,114
15574,105
15575,108
15576,59
15577,50
15578,67
15579,102
15580,91
15581,63
15582,51
15583,17
15584,35
15585,8
15586,58
15587,0
15588,73
15589,80
15590,108
15591,85
15592,146
15593,143
15594,109
15595,51
15596,41
15597,0
15598,40
15599,45
15600,38
15601,40
15602,96
15603,112
15604,100
15605,79
15606,51
15607,69
15608,42
15609,0
15610,10
15611,7
15612,0
15613,76
15614,77
15615,56
15616,54
15617,50
15618,57
15619,79
15620,47
15621,73
15622,41
15623,55
15624,49
15625,53
15626,57
15627,57
15628,64
15629,48
15630,38
15631,58
15632,42
15633,58
15634,58
15635,77
15636,94
15637,61
15638,62
15639,77
15640,102
15641,53
15642,42
15643,28
15644,42
15645,35
15646,36
15647,48
15648,67
15649,35
15650,36
15651,37
15652,48
15653,41
15654,39
15655,36
15656,31
15657,34
15658,34
15659,49
15660,50
15661,58
15662,65
15663,0
15664,49
15665,0
15666,0
15667,0
15668,0
15669,0
15670,67
15671,61
15672,44
15673,67
15674,52
15675,47
15676,45
15677,51
15678,46
15679,48
15680,22
15681,23
15682,50
15683,49
15684,33
15685,22
15686,31
15687,40
15688,35
15689,27
15690,0
15691,1
15692,41
15693,2
15694,6
15695,34
15696,35
15697,13
15698,46
15699,47
15700,38
15701,41
15702,52
15703,59
15704,57
15705,37
15706,38
15707,44
15708,46
15709,46
15710,54
15711,56
15712,43
15713,66
15714,70
15715,0
15716,52
15717,55
15718,56
15719,0
15720,36
15721,42
15722,34
15723,44
15724,31
15725,28
15726,27
15727,31
15728,39
15729,37
15730,39
15731,47
15732,36
15733,39
15734,39
15735,22
15736,39
15737,41
15738,35
15739,24
15740,19
15741,17
15742,22
15743,0
15744,99
15745,20
15746,0
15747,72
15748,359
15749,0
15750,0
15751,0
15752,30
15753,32
15754,32
15755,27
15756,24
15757,44
15758,18
15759,81
15760,51
15761,57
15762,46
15763,249
15764,194
15765,39
15766,58
15767,33
15768,32
15769,33
15770,12
15771,25
15772,27
15773,25
15774,0
15775,7
15776,45
15777,31
15778,50
15779,42
15780,0
15781,51
15782,51
15783,48
15784,18
15785,0
15786,0
15787,0
15788,0
15789,0
15790,58
15791,30
15792,4
15793,64
15794,70
15795,127
15796,60
15797,0
15798,37
15799,49
15800,56
15801,58
15802,49
15803,74
15804,70
15805,104
15806,42
15807,58
15808,92
15809,112
15810,60
15811,64
15812,63
15813,97
15814,35
15815,42
15816,86
15817,38
15818,65
15819,107
15820,70
15821,79
15822,2
15823,45
15824,87
15825,70
15826,52
15827,60
15828,70
15829,88
15830,62
15831,79
15832,116
15833,97
15834,84
15835,94
15836,54
15837,66
15838,59
15839,49
15840,74
15841,34
15842,14
15843,0
15844,0
15845,0
15846,19
15847,0
15848,0
15849,37
15850,52
15851,54
15852,68
15853,40
15854,41
15855,58
15856,87
15857,61
15858,20
15859,121
15860,109
15861,61
15862,78
15863,69
15864,71
15865,115
15866,87
15867,56
15868,48
15869,95
15870,83
15871,66
15872,79
15873,154
15874,70
15875,55
15876,113
15877,88
15878,129
15879,132
15880,96
15881,30
15882,52
15883,141
15884,158
15885,30
15886,19
15887,92
15888,79
15889,33
15890,14
15891,57
15892,96
15893,55
15894,36
15895,34
15896,54
15897,111
15898,93
15899,52
15900,48
15901,55
15902,105
15903,111
15904,152
15905,67
15906,28
15907,21
15908,20
15909,46
15910,85
15911,52
15912,0
15913,66
15914,85
15915,70
15916,84
15917,156
15918,122
15919,107
15920,91
15921,45
15922,34
15923,35
15924,73
15925,42
15926,49
15927,45
15928,39
15929,0
15930,51
15931,30
15932,95
15933,53
15934,61
15935,70
15936,70
15937,90
15938,89
15939,79
15940,146
15941,77
15942,92
15943,67
15944,119
15945,98
15946,115
15947,61
15948,0
15949,4
15950,0
15951,81
15952,94
15953,98
15954,86
15955,56
15956,51
15957,44
15958,57
15959,76
15960,84
15961,0
15962,43
15963,109
15964,95
15965,98
15966,0
15967,98
15968,46
15969,101
15970,64
15971,0
15972,71
15973,90
15974,105
15975,68
15976,40
15977,58
15978,65
15979,117
15980,70
15981,101
15982,58
15983,97
15984,4
15985,133
15986,26
15987,0
15988,0
15989,0
15990,80
15991,32
15992,0
15993,79
15994,63
15995,34
15996,0
15997,0
15998,119
15999,134
16000,32
16001,91
16002,110
16003,0
16004,0
16005,0
16006,0
16007,6
16008,39
16009,0
16010,0
16011,12
16012,80
16013,65
16014,0
16015,64
16016,0
16017,1
16018,0
16019,61
16020,79
16021,0
16022,0
16023,206
16024,0
16025,74
16026,23
16027,82
16028,35
16029,169
16030,86
16031,116
16032,93
16033,113
16034,96
16035,87
16036,100
16037,64
16038,39
16039,95
16040,93
16041,92
16042,101
16043,132
16044,104
16045,17
16046,44
16047,83
16048,119
16049,100
16050,98
16051,89
16052,85
16053,119
16054,60
16055,17
16056,40
16057,83
16058,54
16059,2
16060,18
16061,29
16062,0
16063,0
16064,8
16065,86
16066,103
16067,154
16068,110
16069,113
16070,123
16071,84
16072,112
16073,117
16074,71
16075,61
16076,103
16077,0
16078,27
16079,26
16080,26
16081,54
16082,21
16083,29
16084,40
16085,26
16086,30
16087,33
16088,61
16089,40
16090,55
16091,19
16092,20
16093,31
16094,37
16095,56
16096,21
16097,22
16098,25
16099,17
16100,4
16101,130
16102,137
16103,72
16104,70
16105,56
16106,63
16107,27
16108,25
16109,71
16110,63
16111,90
16112,46
16113,0
16114,11
16115,32
16116,63
16117,108
16118,109
16119,105
16120,83
16121,70
16122,101
16123,55
16124,40
16125,6
16126,0
16127,81
16128,88
16129,0
16130,67
16131,81
16132,70
16133,53
16134,62
16135,78
16136,59
16137,37
16138,101
16139,116
16140,97
16141,98
16142,74
16143,63
16144,62
16145,64
16146,71
16147,91
16148,0
16149,66
16150,102
16151,92
16152,70
16153,68
16154,0
16155,13
16156,32
16157,91
16158,114
16159,116
16160,59
16161,63
16162,73
16163,63
16164,122
16165,60
16166,31
16167,110
16168,0
16169,54
16170,82
16171,83
16172,100
16173,65
16174,76
16175,71
16176,93
16177,101
16178,73
16179,7
16180,27
16181,95
16182,109
16183,89
16184,37
16185,137
16186,30
16187,68
16188,47
16189,149
16190,43
16191,53
16192,14
16193,104
16194,46
16195,60
16196,41
16197,78
16198,39
16199,80
16200,90
16201,60
16202,92
16203,117
16204,114
16205,100
16206,61
16207,71
16208,81
16209,104
16210,61
16211,92
16212,48
16213,28
16214,32
16215,81
16216,93
16217,66
16218,82
16219,81
16220,76
16221,121
16222,4
16223,49
16224,24
16225,57
16226,38
16227,5
16228,77
16229,96
16230,69
16231,54
16232,38
16233,69
16234,133
16235,37
16236,16
16237,18
16238,77
16239,49
16240,71
16241,55
16242,0
16243,72
16244,149
16245,54
16246,55
16247,53
16248,21
16249,37
16250,9
16251,14
16252,160
16253,123
16254,54
16255,85
16256,78
16257,82
16258,85
16259,174
16260,84
16261,76
16262,73
16263,100
16264,79
16265,60
16266,0
16267,181
16268,0
16269,0
16270,57
16271,52
16272,23
16273,61
16274,111
16275,70
16276,106
16277,54
16278,28
16279,60
16280,16
16281,11
16282,75
16283,189
16284,78
16285,0
16286,0
16287,0
16288,0
16289,0
16290,0
16291,0
16292,0
16293,0
16294,2
16295,78
16296,61
16297,97
16298,109
16299,58
16300,60
16301,62
16302,101
16303,100
16304,73
16305,64
16306,91
16307,46
16308,49
16309,47
16310,75
16311,0
16312,92
16313,26
16314,0
16315,64
16316,67
16317,21
16318,57
16319,27
16320,48
16321,15
16322,69
16323,67
16324,7
16325,33
16326,67
16327,35
16328,0
16329,30
16330,15
16331,155
16332,21
16333,142
16334,0
16335,93
16336,58
16337,87
16338,327
16339,101
16340,91
16341,46
16342,7
16343,71
16344,68
16345,92
16346,97
16347,425
16348,190
16349,194
16350,35
16351,41
16352,146
16353,39
16354,193
16355,33
16356,0
16357,18
16358,25
16359,0
16360,25
16361,0
16362,0
16363,0
16364,53
16365,5
16366,92
16367,74
16368,69
16369,109
16370,83
16371,56
16372,88
16373,117
16374,65
16375,117
16376,149
16377,90
16378,89
16379,94
16380,80
16381,84
16382,83
16383,87
16384,77
16385,104
16386,74
16387,52
16388,63
16389,97
16390,61
16391,73
16392,78
16393,42
16394,28
16395,46
16396,56
16397,117
16398,69
16399,40
16400,47
16401,87
16402,56
16403,91
16404,101
16405,106
16406,103
16407,69
16408,60
16409,2
16410,43
16411,83
16412,93
16413,0
16414,0
16415,9
16416,0
16417,0
16418,25
16419,93
16420,76
16421,69
16422,6
16423,43
16424,31
16425,23
16426,20
16427,0
16428,0
16429,0
16430,0
16431,77
16432,77
16433,82
16434,27
16435,13
16436,0
16437,62
16438,39
16439,10
16440,18
16441,32
16442,15
16443,72
16444,64
16445,0
16446,11
16447,63
16448,28
16449,7
16450,12
16451,1
16452,0
16453,0
16454,0
16455,54
16456,38
16457,54
16458,67
16459,45
16460,31
16461,6
16462,60
16463,35
16464,0
16465,102
16466,20
16467,36
16468,129
16469,299
16470,2
16471,174
16472,0
16473,79
16474,59
16475,289
16476,0
16477,0
16478,0
16479,0
16480,2
16481,151
16482,77
16483,26
16484,115
16485,88
16486,12
16487,40
16488,169
16489,30
16490,49
16491,55
16492,72
16493,121
16494,0
16495,0
16496,0
16497,0
16498,19
16499,0
16500,105
16501,81
16502,104
16503,0
16504,166
16505,49
16506,0
16507,0
16508,95
16509,70
16510,23
16511,96
16512,60
16513,99
16514,3
16515,0
16516,11
16517,3
16518,17
16519,71
16520,15
16521,31
16522,55
16523,0
16524,0
16525,53
16526,59
16527,53
16528,40
16529,70
16530,157
16531,81
16532,0
16533,0
16534,24
16535,127
16536,24
16537,18
16538,8
16539,72
16540,42
16541,21
16542,37
16543,31
16544,56
16545,86
16546,121
16547,123
16548,167
16549,160
16550,113
16551,0
16552,0
16553,17
16554,78
16555,72
16556,52
16557,26
16558,128
16559,31
16560,61
16561,17
16562,21
16563,96
16564,75
16565,42
16566,108
16567,0
16568,47
16569,0
16570,6
16571,22
16572,0
16573,23
16574,15
16575,67
16576,61
16577,25
16578,200
16579,62
16580,124
16581,117
16582,81
16583,107
16584,29
16585,52
16586,155
16587,62
16588,123
16589,31
16590,14
16591,14
16592,51
16593,0
16594,9
16595,33
16596,0
16597,0
16598,42
16599,47
16600,32
16601,0
16602,6
16603,95
16604,0
16605,128
16606,266
16607,317
16608,63
16609,248
16610,116
16611,167
16612,189
16613,232
16614,173
16615,357
16616,41
16617,268
16618,105
16619,169
16620,128
16621,109
16622,5
16623,40
16624,34
16625,0
16626,0
16627,0
16628,0
16629,71
16630,0
16631,37
16632,108
16633,142
16634,44
16635,53
16636,32
16637,33
16638,130
16639,34
16640,219
16641,155
16642,158
16643,52
16644,226
16645,62
16646,72
16647,119
16648,198
16649,134
16650,240
16651,116
16652,136
16653,37
16654,67
16655,59
16656,58
16657,9
16658,0
16659,10
16660,4
16661,239
16662,157
16663,89
16664,76
16665,116
16666,170
16667,112
16668,124
16669,91
16670,93
16671,70
16672,21
16673,37
16674,94
16675,84
16676,63
16677,29
16678,64
16679,13
16680,33
16681,79
16682,72
16683,89
16684,82
16685,38
16686,32
16687,209
16688,72
16689,91
16690,193
16691,77
16692,95
16693,79
16694,25
16695,0
16696,10
16697,28
16698,173
16699,115
16700,113
16701,84
16702,44
16703,0
16704,98
16705,73
16706,71
16707,137
16708,0
16709,81
16710,73
16711,73
16712,0
16713,0
16714,0
16715,5
16716,0
16717,0
16718,0
16719,0
16720,0
16721,88
16722,0
16723,85
16724,52
16725,124
16726,111
16727,82
16728,161
16729,74
16730,95
16731,185
16732,224
16733,102
16734,0
16735,63
16736,197
16737,224
16738,0
16739,39
16740,175
16741,192
16742,243
16743,94
16744,31
16745,88
16746,145
16747,158
16748,141
16749,122
16750,47
16751,174
16752,139
16753,193
16754,93
16755,194
16756,152
16757,68
16758,94
16759,183
16760,69
16761,143
16762,205
16763,0
16764,100
16765,68
16766,58
16767,11
16768,35
16769,24
16770,174
16771,168
16772,50
16773,49
16774,164
16775,181
16776,116
16777,196
16778,83
16779,2
16780,70
16781,87
16782,186
16783,204
16784,31
16785,226
16786,135
16787,0
16788,38
16789,29
16790,207
16791,175
16792,175
16793,198
16794,139
16795,64
16796,93
16797,251
16798,35
16799,32
16800,266
16801,74
16802,45
16803,28
16804,132
16805,31
16806,0
16807,0
16808,0
16809,0
16810,133
16811,90
16812,105
16813,107
16814,0
16815,89
16816,85
16817,75
16818,121
16819,0
16820,42
16821,118
16822,0
16823,299
16824,308
16825,0
16826,0
16827,147
16828,227
16829,0
16830,160
16831,84
16832,10
16833,0
16834,0
16835,43
16836,65
16837,52
16838,95
16839,18
16840,0
16841,0
16842,0
16843,108
16844,11
16845,95
16846,114
16847,10
16848,102
16849,2
16850,12
16851,166
16852,0
16853,19
16854,215
16855,156
16856,0
16857,172
16858,100
16859,6
16860,1
16861,108
16862,154
16863,154
16864,16
16865,142
16866,133
16867,5
16868,135
16869,57
16870,15
16871,72
16872,0
16873,22
16874,57
16875,44
16876,138
16877,0
16878,82
16879,41
16880,56
16881,1
16882,3
16883,0
16884,6
16885,97
16886,78
16887,43
16888,145
16889,0
16890,291
16891,0
16892,0
16893,0
16894,48
16895,18
16896,44
16897,70
16898,0
16899,37
16900,23
16901,0
16902,52
16903,63
16904,140
16905,21
16906,0
16907,4
16908,22
16909,34
16910,49
16911,38
16912,0
16913,64
16914,188
16915,79
16916,119
16917,0
16918,0
16919,23
16920,0
16921,0
16922,0
16923,11
16924,50
16925,20
16926,0
16927,11
16928,0
16929,10
16930,0
16931,83
16932,134
16933,94
16934,50
16935,95
16936,123
16937,18
16938,111
16939,51
16940,41
16941,80
16942,40
16943,48
16944,10
16945,136
16946,168
16947,78
16948,64
16949,13
16950,25
16951,0
16952,0
16953,0
16954,0
16955,0
16956,0
16957,42
16958,0
16959,0
16960,1
16961,0
16962,67
16963,18
16964,45
16965,118
16966,6
16967,101
16968,0
16969,0
16970,0
16971,60
16972,28
16973,76
16974,37
16975,17
16976,0
16977,35
16978,0
16979,0
16980,58
16981,86
16982,174
16983,127
16984,38
16985,0
16986,29
16987,21
16988,54
16989,0
16990,1
16991,32
16992,8
16993,4
16994,45
16995,62
16996,68
16997,68
16998,143
16999,0
17000,36
17001,4
17002,52
17003,37
17004,122
17005,159
17006,137
17007,118
17008,118
17009,10
17010,38
17011,16
17012,21
17013,0
17014,34
17015,13
17016,7
17017,30
17018,15
17019,69
17020,61
17021,25
17022,62
17023,6
17024,56
17025,56
17026,0
17027,8
17028,5
17029,84
17030,0
17031,20
17032,96
17033,7
17034,0
17035,0
17036,14
17037,7
17038,18
17039,169
17040,55
17041,78
17042,97
17043,106
17044,106
17045,120
17046,154
17047,121
17048,77
17049,43
17050,49
17051,134
17052,119
17053,83
17054,125
17055,94
17056,127
17057,65
17058,154
17059,78
17060,57
17061,78
17062,54
17063,46
17064,0
17065,0
17066,0
17067,0
17068,64
17069,0
17070,0
17071,0
17072,0
17073,8
17074,0
17075,62
17076,39
17077,70
17078,114
17079,129
17080,109
17081,79
17082,83
17083,54
17084,116
17085,57
17086,52
17087,130
17088,78
17089,86
17090,57
17091,80
17092,98
17093,112
17094,70
17095,62
17096,57
17097,70
17098,82
17099,78
17100,0
17101,0
17102,0
17103,0
17104,0
17105,0
17106,0
17107,0
17108,0
17109,28
17110,0
17111,115
17112,98
17113,122
17114,52
17115,102
17116,74
17117,42
17118,68
17119,76
17120,96
17121,0
17122,13
17123,7
17124,33
17125,55
17126,209
17127,30
17128,46
17129,88
17130,92
17131,61
17132,109
17133,102
17134,62
17135,109
17136,97
17137,73
17138,31
17139,88
17140,76
17141,95
17142,123
17143,67
17144,0
17145,0
17146,0
17147,0
17148,0
17149,0
17150,18
17151,6
17152,79
17153,77
17154,19
17155,90
17156,64
17157,85
17158,21
17159,298
17160,56
17161,0
17162,101
17163,0
17164,8
17165,0
17166,7
17167,79
17168,51
17169,63
17170,111
17171,46
17172,153
17173,42
17174,6
17175,20
17176,56
17177,5
17178,0
17179,0
17180,0
17181,10
17182,0
17183,21
17184,0
17185,43
17186,1
17187,71
17188,95
17189,73
17190,48
17191,0
17192,21
17193,0
17194,60
17195,92
17196,24
17197,31
17198,10
17199,4
17200,0
17201,5
17202,18
17203,0
17204,26
17205,33
17206,6
17207,0
17208,0
17209,67
17210,104
17211,64
17212,4
17213,9
17214,0
17215,67
17216,48
17217,8
17218,46
17219,89
17220,57
17221,61
17222,56
17223,50
17224,35
17225,33
17226,7
17227,8
17228,9
17229,24
17230,0
17231,3
17232,0
17233,61
17234,43
17235,73
17236,114
17237,59
17238,15
17239,7
17240,5
17241,0
17242,53
17243,73
17244,79
17245,53
17246,0
17247,32
17248,30
17249,2
17250,0
17251,1
17252,0
17253,1
17254,0
17255,0
17256,7
17257,0
17258,8
17259,0
17260,0
17261,244
17262,21
17263,48
17264,0
17265,0
17266,0
17267,130
17268,0
17269,0
17270,0
17271,0
17272,0
17273,0
17274,0
17275,0
17276,0
17277,0
17278,13
17279,1
17280,26
17281,65
17282,8
17283,0
17284,65
17285,0
17286,0
17287,91
17288,33
17289,35
17290,61
17291,134
17292,144
17293,74
17294,86
17295,113
17296,95
17297,183
17298,14
17299,0
17300,0
17301,94
17302,5
17303,0
17304,50
17305,18
17306,8
17307,5
17308,0
17309,72
17310,0
17311,125
17312,39
17313,79
17314,73
17315,83
17316,17
17317,6
17318,13
17319,78
17320,63
17321,40
17322,24
17323,0
17324,10
17325,5
17326,32
17327,31
17328,27
17329,3
17330,0
17331,5
17332,0
17333,0
17334,0
17335,0
17336,0
17337,0
17338,20
17339,20
17340,13
17341,39
17342,47
17343,12
17344,0
17345,220
17346,84
17347,102
17348,0
17349,58
17350,0
17351,121
17352,0
17353,29
17354,0
17355,0
17356,10
17357,0
17358,0
17359,20
17360,52
17361,0
17362,81
17363,63
17364,14
17365,0
17366,0
17367,1
17368,24
17369,22
17370,144
17371,0
17372,0
17373,0
17374,0
17375,0
17376,0
17377,0
17378,119
17379,3
17380,4
17381,97
17382,55
17383,96
17384,20
17385,9
17386,41
17387,43
17388,136
17389,114
17390,60
17391,81
17392,44
17393,56
17394,77
17395,10
17396,46
17397,0
17398,29
17399,82
17400,0
17401,32
17402,9
17403,39
17404,87
17405,30
17406,0
17407,33
