docid,doc
86882,1
86887,2
86942,1
86956,10
87034,1
87071,1
87266,4
87305,1
87313,1
87559,1
87626,6
87688,1
87714,1
87834,1
88005,1
88010,3
88045,2
88054,1
88055,2
88060,5
88063,1
88118,1
88126,1
88239,1
88259,32
88278,12
88284,2
88290,2
88599,2
88641,2
88732,2
88756,4
88757,1
88832,1
88842,2
88843,1
88844,2
88877,1
88894,2
89101,2
89104,1
89177,1
89179,1
89314,3
89470,3
89483,2
89529,1
89534,1
89544,1
89570,1
89578,1
89737,2
89751,1
89768,2
89827,24
89846,1
89847,1
89849,12
89855,1
89857,4
90115,1
90147,2
90154,2
90157,12
90198,1
90213,1
90229,1
90265,3
90266,3
90267,1
90269,80
90272,42
90274,2
90275,7
90276,2
90320,2
90327,1
90345,3
90350,7
90354,1
90365,1
90366,1
90497,2
90531,1
90729,1
90773,2
90843,1
90859,1
91005,2
91006,2
91074,1
91077,1
91078,3
91095,1
91102,1
91129,7
91130,1
91131,1
91136,6
91161,1
91166,8
91167,12
91175,9
91181,1
91182,1
91247,1
91251,1
91254,1
91281,1
91325,5
91394,1
91400,1
91424,4
91474,1
91587,14
91636,4
91657,1
91684,2
91687,4
91746,2
91758,13
91768,1
91772,1
91830,1
91838,15
91848,1
91851,7
91912,1
91950,1
92005,4
92008,2
92131,3
92205,1
92217,1
92236,1
92284,2
92288,4
92297,2
92315,1
92353,1
92355,4
92360,2
92397,1
92409,1
92431,1
92460,1
92483,1
92486,2
92521,1
92560,1
92615,7
92618,1
92655,1
92667,2
92672,1
92678,3
92683,5
92724,1
92746,5
92758,1
92772,4
92778,1
92828,1
92829,1
92839,2
92943,7
92962,48
93144,1
93147,2
93221,5
93537,3
93577,3
93651,1
93705,1
93775,1
93814,1
93864,7
93874,5
94064,2
94065,1
94066,2
94252,24
94253,38
94254,1016
94256,5
94267,8
94310,1
94323,10
94373,1
94400,1
94475,1
94854,1
94861,5
94883,1
94898,1
94912,1
94958,12
94959,14
94968,1
94973,1
95006,3
95014,41
95017,40
95018,2
95032,23
95033,1
95036,21
95037,432
95038,11
95041,1
95049,123
95050,2
95056,2
95059,1
95060,61
95070,80
95072,33
95073,315
95074,249
95076,1
95077,3
95078,24
95082,49
95085,413
95086,264
95088,88
95089,7
95090,4
95107,1
95108,7
95111,6
95127,81
95220,2
95525,1
95526,1
95533,1
95534,1
95539,5
95549,1
95551,2
95588,2
95598,1
95607,1
95608,1
95611,1
95612,1
95618,5
95620,5
95621,2
95622,10
95624,5
95640,4
95643,2
95652,1
95657,1
95660,3
95662,1
95663,8
95668,1
95674,1
95675,4
95708,2
95732,7
95740,11
95750,2
95766,1
95804,2
95825,1
95831,1
95833,4
95838,3
95883,2
95905,1
95971,1
96067,4
96078,1
96132,2
96135,1
96189,5
96263,1
96321,1
96325,31
96337,1
96351,13
96360,1
96375,7
96427,1
96436,2
96460,12
96462,119
96467,37
96501,1
96509,5
96524,2
96528,3
96530,4
96599,1
96622,1
96658,1
96672,1
96689,1
96704,1
96735,3
96737,1
96749,1
97098,1
97131,4
97138,1
97143,9
97176,4
97364,21
97370,11
97373,46
97374,2
97378,1
97388,4
97418,11
97423,2
97443,6
97503,4
97570,2
97692,1
97707,1
97914,1
97946,1
98051,1
98067,3
98100,2
98158,1
98159,6
98171,2
98180,1
98214,17
98232,6
98264,1
98285,1
98345,13
98390,3
98462,1
98534,3
98540,10
98541,8
98544,1
98545,100
98546,21
98555,37
98625,1
98629,18
98685,5
98704,4
98713,1
98717,3
98864,7
98913,2
