docid,doc
87071,1
87266,4
87305,1
87313,1
87559,1
87626,6
87688,1
87714,1
87834,1
88005,1
88010,3
88045,2
88054,1
88055,2
88060,5
88063,1
88118,1
88126,1
88239,1
88259,32
88278,12
88284,2
88290,2
88599,2
88641,2
88732,2
88756,4
88757,1
88832,1
88842,2
88843,1
88844,2
88877,1
88894,2
89101,2
89104,1
89177,1
89179,1
89314,3
89470,3
89483,2
89529,1
89534,1
89544,1
89570,1
89578,1
89737,2
89751,1
89768,2
89827,24
89846,1
89847,1
89849,12
89855,1
89857,4
90115,1
90147,2
90154,2
90157,12
90198,1
90213,1
90229,1
90265,3
90266,3
90267,1
90269,80
90272,42
90274,2
90275,7
90276,2
90320,2
90327,1
90345,3
90350,7
90354,1
90365,1
90366,1
90497,2
90531,1
90729,1
90773,2
90843,1
90859,1
91005,2
91006,2
91074,1
91077,1
91078,3
91095,1
91102,1
91129,7
91130,1
91131,1
91136,6
91161,1
91166,8
91167,12
91175,9
91181,1
91182,1
91247,1
91251,1
91254,1
91281,1
91325,5
91394,1
91400,2
91424,4
91474,1
91587,14
91636,4
91657,1
91684,2
91687,4
91746,2
91758,13
91768,1
91772,1
91830,1
91838,15
91848,1
91851,7
91912,1
91950,1
92005,4
92008,2
92131,3
92205,1
92217,1
92236,1
92284,2
92288,4
92297,2
92315,1
92353,1
92355,4
92360,2
92397,1
92409,1
92431,1
92460,1
92483,1
92486,2
92521,1
92560,1
92615,7
92618,1
92655,1
92667,2
92672,1
92678,3
92683,5
92724,1
92746,5
92758,1
92772,4
92778,1
92828,1
92829,1
92839,2
92943,7
92962,48
93144,1
93147,2
93221,5
93537,3
93577,3
93651,1
93705,1
93775,1
93814,1
93864,7
93874,5
94064,2
94065,1
94066,2
94252,20
94253,42
94254,1016
94256,5
94267,8
94310,1
94323,10
94373,1
94400,1
94475,1
94854,1
94861,5
94883,1
94898,1
94912,1
94958,12
94959,14
94968,1
94973,1
95006,3
95014,41
95017,40
95018,2
95032,23
95033,1
95036,21
95037,432
95038,11
95041,1
95049,123
95050,2
95056,2
95059,1
95060,61
95070,80
95072,33
95073,315
95074,249
95076,1
95077,3
95078,24
95082,49
95085,413
95086,264
95088,88
95089,7
95090,4
95107,1
95108,7
95111,6
95127,81
95220,2
95525,1
95526,1
95533,1
95534,1
95539,5
95549,1
95551,2
95588,2
95602,1
95607,1
95608,1
95611,1
95612,1
95618,5
95620,5
95621,2
95622,10
95624,5
95640,4
95643,2
95652,1
95657,1
95660,3
95662,1
95663,8
95668,1
95674,1
95675,4
95708,2
95732,7
95740,11
95750,2
95766,1
95804,2
95825,1
95831,1
95833,4
95838,3
95883,2
95905,1
95971,1
96067,4
96078,1
96132,2
96135,1
96189,5
96263,1
96321,1
96325,31
96337,1
96351,13
96360,1
96375,7
96427,1
96436,2
96460,12
96462,119
96467,37
96501,1
96509,5
96524,2
96528,3
96530,4
96599,1
96622,1
96658,1
96672,1
96689,1
96704,1
96735,3
96737,1
96749,1
97098,1
97131,4
97138,1
97143,9
97176,4
97364,21
97370,11
97373,46
97374,2
97378,1
97388,4
97418,11
97423,2
97443,6
97503,4
97570,2
97692,1
97707,1
97914,1
97946,1
98051,1
98067,3
98101,2
98158,1
98159,6
98171,2
98180,1
98214,17
98232,6
98264,1
98285,1
98345,13
98390,3
98462,1
98534,3
98540,10
98541,8
98544,1
98545,100
98546,21
98555,37
98625,1
98629,18
98685,5
98704,4
98713,1
98717,3
98864,7
98913,2
99056,1
99157,1
99160,1
99162,2
99166,1
99189,1
99218,2
99226,1
99286,1
99287,1
99313,1
99381,1
99483,1
99486,1
99553,1
99614,4
99638,1
99646,3
99697,1
99724,1
99735,2
99784,1
99907,1
99914,2
99915,3
99941,2
99946,1
99985,1
100015,11
100025,1
100027,6
100102,7
100111,2
100112,1
100114,1
100124,6
100125,2
100140,6
100191,1
100209,2
100233,1
100263,2
100273,1
100398,1
100443,1
100499,1
100503,1
100507,1
100615,1
100622,1
100700,4
100706,2
100707,1
100727,1
100776,1
100805,1
100810,1
100835,20
100982,14
101093,1
101111,1
101119,1
101232,2
101271,1
101285,3
101438,1
101458,1
101472,2
101494,3
101505,3
101513,1
101556,1
101564,1
101680,3
101700,3
101706,3
101762,1
101779,1
101806,10
101846,2
101867,10
101868,1
101869,2
101870,1
101877,10
101878,1
101891,1
101932,1
101960,3
101987,1
101991,1
102023,1
102041,12
102044,6
102045,3
102049,13
102050,13
102219,1
102246,3
102383,2
102442,1
102643,12
102710,1
102750,6
103184,3
103187,2
103203,1
103250,2
103297,1
103412,1
103422,2
103433,1
103472,5
103498,3
103531,2
103604,2
103741,2
103909,79
103961,2
103976,1
103997,1
104011,2
104020,1
104055,1
104069,201
104099,7
104168,3
104244,2
104438,1
104497,2
104498,2
104603,1
104609,1
104613,1
104862,1
104992,1
105013,8
105032,2
105075,2
105096,1
105144,2
105174,1
105177,3
105201,17
105202,1
105250,1
105260,6
105274,1
105277,1
105322,2
105359,3
105368,1
105401,1
105428,2
105539,30
105568,1
105599,1
105613,9
105615,2
105664,15
105707,3
105712,1
105816,1
105838,2
105839,1
105998,1
106031,3
106036,1
106065,2
106066,1
106068,62
106069,1
106102,4
106103,1
106110,2
106112,1
106155,1
106198,1
106235,1
106236,1
106239,8
106242,1
106296,2
106298,4
106302,5
106304,2
106317,2
106319,3
106375,1
106382,24
106389,2
106479,3
106484,2
106566,1
106568,6
106603,2
106611,2
106624,16
106687,6
106689,5
106765,1
106780,10
106788,2
106790,6
106826,2
106857,12
106949,11
106951,1
106987,1
107001,1
107017,1
107072,3
107075,8
107201,1
107205,1
107325,3
107326,1
107330,13
107340,1
107386,1
107403,9
107405,1
107410,8
107411,1
107412,10
107419,3
107420,23
107431,2
107497,1
107517,1
107521,2
107529,1
107617,1
107630,1
107647,4
107702,1
107766,1
107860,1
107884,1
107890,2
107899,1
107913,2
107938,12
107962,1
108069,1
108105,1
108133,4
108204,4
108207,1
108246,1
108318,1
108319,1
108352,3
108357,2
108359,1
108458,1
108489,1
108493,5
108515,1
108517,1
108541,1
108559,1
108564,1
108565,6
108566,4
108613,1
108616,1
108619,1
108636,7
108670,1
108688,2
108694,26
108697,3
108707,1
108709,1
108711,10
108715,2
108726,22
108729,2
108731,9
108742,5
108758,1
108764,1
108787,3
108836,5
108844,24
108872,11
108886,1
108902,2
108910,1
108923,1
108934,1
108952,2
108971,1
108975,1
108979,1
108981,4
108992,4
108997,1
108999,1
109009,4
109027,1
109040,4
109041,7
109046,4
109050,1
109053,2
109054,2
109060,4
109061,20
109093,3
109095,6
109099,26
109100,3
109101,1
109102,1
109112,1
109127,1
109131,1
109134,2
109160,28
109161,2
109165,112
109170,7
109195,1
109235,3
109236,2
109240,2
109241,1
109246,1
109308,5
109323,1
109330,1
109337,1
109347,2
109358,1
109371,10
109373,1
109383,2
109390,5
109397,2
109402,1
109436,1
109456,2
109468,2
109470,11
109471,19
109482,20
109491,2
109504,15
109526,1
109541,40
109543,26
109581,1
109630,2
109678,1
109689,2
109695,1
109697,2
109703,1
109721,4
109733,125
109735,42
109742,15
109751,3
109777,1
109802,2
109806,2
109807,2
109810,1
109813,2
109822,2
109846,10
109847,4
109848,41
109849,20
109850,1
109851,15
109854,1
109881,1
109892,2
109894,18
109897,1
109901,14
109926,1
109931,1
109938,1
109943,3
109944,1
109945,9
109950,3
109955,4
109987,1
109989,1
109997,25
109999,2
110026,2
110029,1
110032,1
110051,4
110078,1
110089,1
110099,1
110101,1
110111,2
110119,5
110120,4
110130,3
110173,6
110180,1
110195,2
110196,1
110197,3
110211,2
110241,7
110273,2
110335,1
110336,1
110343,1
110371,1
110376,2
110381,1
110391,3
110399,1
110443,18
110444,5
110445,7
110499,1
110527,73
110528,23
110541,2
110557,1
110560,1
110581,1
110582,2
110583,4
110599,6
110600,2
110612,4
110639,1
110667,2
110672,2
110684,1
110689,1
110741,14
110749,1
110791,1
110798,1
110921,1
110926,1
110942,5
111001,2
111007,3
111043,1
111064,1
111086,1
111108,1
111116,1
111151,1
111166,1
111197,5
111285,1
111296,2
111320,2
111454,1
111493,2
111502,1
111506,1
111516,1
111546,27
111611,1
111615,1
111620,1
111869,1
111976,1
112079,1
112189,1
112196,3
112285,2
112338,9
112356,1
112367,1
112372,2
112401,1
112406,8
112418,2
112447,1
112500,1
112581,1
112589,1
112638,1
112645,31
112668,2
112677,19
112680,2
112730,1
112731,1
112741,1
112742,1
112747,1
112786,1
112879,28
112886,4
112903,1
112922,1
113020,1
113030,1
113038,2
113040,2
113042,1
113050,1
113065,2
113069,1
113134,1
113169,1
113177,1
113195,3
113203,2
113218,2
113267,3
113275,2
113279,1
113307,4
113308,1
113352,1
113360,5
113365,2
113370,3
113468,2
113473,1
113486,1
113488,3
113489,1
113493,2
113494,18
113508,2
113539,3
113543,6
113544,1
113545,1
113555,1
113606,1
113615,2
113631,2
113676,2
113679,1
113688,2
113696,16
113698,1
113726,1
113734,3
113752,2
113799,3
113808,3
113947,4
113971,1
114086,1
114108,1
114168,2
114188,5
114226,8
114250,1
114265,1
114278,12
114327,1
114427,1
114452,11
114488,1
114507,2
114509,1
114510,6
114511,3
114512,2
114562,1
114612,1
114718,1
114722,3
114738,2
114744,1
114753,3
114758,1
114762,9
114796,2
114833,1
114834,3
114855,15
114900,16
114901,2
114914,2
114936,1
115061,1
115070,4
115091,2
115099,1
115146,1
115200,1
115203,30
115205,1
115210,3
115221,28
115241,2
115243,3
115274,6
115281,5
115292,1
115293,2
115316,2
115328,1
115332,8
115333,3
115349,1
115358,1
115374,5
115377,29
115381,1
115382,2
115390,38
115391,2
115392,192
115394,1
115480,1
115483,4
115489,4
115493,1
115564,2
115566,3
115568,1
115574,17
115575,2
115652,10
115659,1
115672,1
115678,2
115696,7
115766,1
115795,4
115796,1
115800,1
115802,1
115849,1
115887,1
115888,1
115944,6
115978,41
115979,12
115980,8
115988,1
116007,2
116086,5
116094,1
116104,3
116105,1
116139,4
116140,1
116179,5
116186,3
116187,1
116194,3
116287,3
116499,1
116501,5
116561,4
116575,1
116601,2
116645,1
116719,1
116781,1
116787,1
116875,2
116888,1
116954,1
117060,1
117075,4
117082,3
117085,1
117190,2
117284,1
117343,2
117389,1
117391,1
117393,2
117416,1
117437,9
117438,35
117439,8
117445,6
117446,62
117466,1
117563,1
117873,1
118084,3
118086,2
118236,1
118266,3
118365,2
118466,1
118587,1
118605,1
118607,3
118608,1
118614,27
118627,1
118666,1
118856,3
118901,1
118967,1
118978,1
119013,4
119050,1
119053,7
119054,2
119062,7
119075,4
119082,4
119220,5
119350,3
119436,1
119481,1
119494,6
119539,2
119540,1
119559,4
119562,53
119568,12
119575,2
119578,1
119601,1
119627,1
119658,1
119798,1
119839,3
119866,6
119910,1
119930,3
119940,1
119947,1
119998,1
120013,1
120049,1
120050,1
120060,2
120101,1
120106,1
120110,1
120137,12
120145,29
120146,18
120154,2
120155,1
120465,2
120466,4
120477,3
120530,1
120543,1
120577,6
120582,1
120590,1
120619,27
120621,1
120649,22
120650,11
120656,2
120658,4
120675,1
120806,1
120887,2
120924,1
120934,2
121002,3
121003,1
121025,1
121029,14
121030,2
121064,2
121070,1
121081,1
121093,1
121095,4
121104,1
121136,1
121148,1
121172,3
121181,2
121184,1
121192,1
121212,1
121225,1
121234,1
121237,1
121240,1
121242,1
121254,1
121257,1
121259,1
121528,6
121533,2
121541,1
121613,1
121646,1
121739,1
121792,1
121851,3
121853,1
121911,1
121936,1
121937,2
121953,2
121963,1
121965,2
121977,6
121983,1
121991,1
121999,1
122003,2
122004,1
122006,3
122015,2
122017,4
122034,1
122035,1
122053,1
122077,2
122155,1
122185,1
122241,1
122246,1
122249,3
122265,1
122268,1
122295,1
122298,1
122300,3
122410,3
122593,4
122628,1
122958,1
123171,1
123213,2
123229,1
123254,1
123281,5
123293,12
123294,12
123295,33
123296,61
123297,3
123328,4
123377,2
123379,3
123542,1
123558,3
123572,4
123597,24
123636,3
123652,4
123664,5
123820,1
124026,1
124122,2
124124,3
124141,7
124144,2
124155,3
124160,16
124161,11
124162,121
124241,1
124279,1
124474,1
124590,1
124635,1
124732,5
124745,3
124748,19
124797,1
124805,10
124830,6
124831,1
124850,78
124860,3
124891,23
124896,2
124897,6
124919,8
125365,2
125373,4
125381,3
125886,1
126137,1
126172,1
126211,1
126225,1
126228,2
126263,13
126266,1
126275,22
126279,6
126307,5
126309,4
126321,2
126351,2
126431,1
126436,1
126445,1
126448,2
126454,2
126597,1
126689,1
126777,1
126935,22
126936,42
126937,4
126938,11
127021,2
127096,7
127137,8
127142,5
127160,13
127161,17
127281,9
127290,1
127299,4
127302,1
127392,2
127467,1
127527,2
127609,1
127798,3
127863,1
127880,10
127916,1
127941,1
127951,17
127965,2
127968,1
128011,1
128059,2
128226,2
128242,3
128326,4
128337,21
128341,79
128401,1
128408,1
128556,1
128582,7
128656,1
128671,1
128688,21
128690,8
128745,8
128776,1
128785,1
128843,2
128892,1
128901,1
128914,1
128926,2
128929,2
128935,2
128942,1
128957,3
128965,1
128993,8
129004,59
129005,46
129017,1
129027,1
129074,1
129123,1
129125,1
129159,3
129164,1
129172,2
129205,33
129208,4
129217,4
129224,3
129229,1
129268,1
129273,2
129408,1
129432,1
129434,4
129439,1
129576,2
129577,11
129586,32
129603,3
129632,14
129662,11
129667,6
129670,4
129692,2
129697,3
129701,13
129725,1
129731,2
129733,7
129734,1
129758,60
129770,9
129773,5
129866,4
129973,1
129974,3
130019,1
130044,2
130057,1
130071,1
130075,4
130133,2
130262,1
130296,2
130608,1
130613,5
130634,5
130702,2
130735,1
130892,2
131144,1
131146,1
131159,1
131323,1
131448,1
131532,5
131533,2
131540,2
131542,1
131796,1
131827,1
131860,4
131890,4
131894,40
131909,1
131980,1
131995,60
132000,31
132061,1
132094,4
132146,8
132176,1
132185,2
132186,1
132192,2
132218,2
132242,2
132245,3
132251,1
132258,2
132260,2
132532,19
132547,21
132630,1
132660,5
132667,3
132672,2
132743,2
132798,1
132829,1
132847,2
132999,1
133008,1
133010,4
133055,1
133057,9
133091,2
133094,3
133101,1
133138,1
133193,2
133221,1
133226,3
133228,2
133231,1
133243,3
133324,6
133402,1
133413,2
133451,1
133453,5
133454,1
133478,3
133480,15
133483,1
133489,4
133504,2
133506,6
133520,2
133528,5
133558,1
133562,5
133639,6
133647,1
133770,1
133785,4
133801,1
133820,1
133839,7
133843,11
133844,3
133877,1
133889,5
133907,9
133965,2
134069,1
134143,1
134190,8
134194,5
134273,2
134280,1
134285,8
134299,1
134312,3
134328,1
134334,3
134337,5
134342,1
134415,3
134495,1
134516,2
134522,1
134581,1
134625,1
134656,1
134677,15
134682,1
134691,1
134715,2
134719,1
134722,2
134764,1
134772,1
134778,1
134906,1
134929,1
134941,2
134944,9
134946,20
135089,1
135092,2
135097,2
135103,2
135181,1
135183,1
135186,1
135209,1
135259,3
135260,5
135262,1
135266,1
135267,10
135269,1
135314,2
135362,2
135483,51
135485,7
135487,2
135491,1
135493,8
135494,2
135495,3
135496,13
135498,10
135504,1
135511,1
135513,11
135519,1
135520,6
135564,4
135605,1
135624,5
135627,3
135628,10
135629,2
135637,1
135661,1
135683,1
135686,1
135705,1
135715,1
135738,2
135794,1
135841,1
135858,4
135883,1
135889,1
135906,1
135914,1
135931,1
135957,18
136009,13
136115,1
136125,3
136126,1
136331,9
136475,1
136506,1
136507,1
136519,2
136608,7
136642,1
136647,1
136648,1
136652,2
136656,1
136679,1
136961,4
137082,6
137088,2
137089,75
137090,1
137092,12
137104,3
137152,1
137153,2
137156,2
137167,1
137206,3
137216,1
137240,4
137241,20
137251,5
137283,19
137367,3
137404,10
137406,15
137871,1
138023,1
138215,28
138247,35
138287,3
138323,1
138347,3
138372,15
138704,1
138934,3
138974,1
139122,1
139207,1
139259,3
139260,8
139272,6
139273,3
139324,3
139385,2
139392,2
139394,1
139428,1
139434,3
139437,8
139450,1
139454,2
139456,3
139461,12
139463,2
139473,16
139478,3
139543,1
139562,1
139564,1
139681,6
139704,3
139706,1
139719,1
139755,1
139776,16
139780,15
139807,26
139808,7
139890,3
140190,1
140204,1
140205,1
140207,3
140209,1
140210,3
140248,2
140250,1
140263,1
140352,1
140404,1
140407,1
140419,3
140506,1
140532,1
140554,1
140606,1
140609,1
140661,1
140663,13
140842,3
140848,1
140852,3
140898,1
140997,5
141234,3
141253,8
141317,1
141318,1
141353,7
141358,2
141369,3
141380,1
141381,1
141426,12
141429,7
141462,4
141518,3
141548,3
141550,4
141551,5
141555,20
141557,19
141560,11
141600,1
141621,1
141647,1
141808,2
141844,6
141848,3
141864,1
141902,1
141949,1
141958,1
141991,4
141997,3
142062,2
142120,14
142125,2
142352,2
142447,4
142473,4
142474,1
142521,1
142546,1
142615,11
142621,1
142642,1
142664,2
142758,10
142760,3
142762,2
142838,2
142910,1
142933,1
142941,2
142952,4
142963,1
142979,1
142985,1
143000,5
143052,6
143076,1
143100,1
143123,1
143160,2
143200,5
143205,19
143209,1
143265,1
143290,1
143298,9
143307,1
143308,3
143310,1
143328,3
143344,1
143394,1
143450,1
143456,1
143478,1
143665,2
143666,3
143718,2
143748,3
143752,1
143769,1
143789,1
143795,2
143797,1
143798,1
143816,1
143821,5
143830,1
143835,1
143992,1
144011,6
144069,1
144084,1
144104,3
144153,1
144172,1
144188,4
144209,3
144237,2
144273,1
144427,1
144440,1
144486,1
144576,1
144877,1
144878,1
144889,8
144892,2
144983,3
145064,6
145093,1
145253,2
145260,1
145279,1
145310,3
145312,1
145354,5
145428,1
145429,1
145736,2
145767,7
145783,1
145787,1
145791,2
145859,1
145981,4
146132,4
146167,1
146173,1
146185,1
146243,4
146245,1
146258,1
146347,1
146349,3
146437,1
146453,1
146562,11
146592,1
146602,5
146833,3
146876,2
146996,85
147058,2
147158,2
147209,4
147211,1
147216,4
147306,1
147331,1
147432,4
147456,4
147461,8
147526,1
147617,1
147620,3
147791,2
147834,1
147839,1
147842,1
147959,2
147990,3
148005,1
148055,1
148084,1
148104,5
148124,8
148129,4
148148,5
148225,2
148324,1
148357,3
148391,1
148532,1
148541,3
148612,10
149053,1
149055,1
149120,5
149140,1
149145,4
149151,2
149152,1
149180,25
149181,56
149182,88
149183,2
149184,1
149185,3
149186,1
149413,8
149415,1
149744,6
149780,6
149785,13
149793,2
149819,10
149834,1
149839,2
149844,7
149846,20
149858,10
149874,8
149904,17
149981,1
149988,8
149989,1
150113,1
150123,11
150124,1
150131,3
150132,3
150358,6
150359,1
150442,1
150504,3
150524,1
150630,1
150695,1
150710,3
151052,3
151056,1
151070,1
151072,2
151162,1
151280,1
151302,1
151390,1
151574,1
151775,1
151857,4
151914,20
151930,6
151937,1
151939,1
151997,1
151998,4
152039,2
152060,1
152066,2
152119,1
152144,1
152160,1
152180,4
152187,1
152191,1
152198,11
152244,1
152308,1
152347,13
152349,1
152350,3
152351,10
152383,1
152384,2
152469,2
152514,2
152515,2
152518,2
152526,1
152579,3
152609,2
152626,1
152632,2
152636,3
152637,1
152650,1
152676,11
152688,2
152724,1
152839,1
152870,1
153003,1
153244,1
153335,1
153417,1
153449,1
153570,1
153780,2
153807,1
154108,1
154202,1
154242,2
154243,3
154315,1
154318,14
154527,1
155217,3
155648,2
155652,24
155661,1
155662,1
155705,1
156386,2
156405,2
156440,3
156662,1
157229,1
157630,3
157741,1
157824,2
157893,1
157905,2
157906,1
158125,1
158198,4
158210,3
158398,1
158645,1
158662,1
158673,1
158973,2
159006,65
159007,6
159056,1
159075,6
159076,1
159077,7
159103,4
159152,1
159183,2
159217,3
159292,4
159312,2
159456,3
159534,3
159623,1
159658,1
159741,3
159811,2
159972,2
160523,1
160534,2
160558,1
160624,1
160626,1
160632,2
160802,1
160810,1
160815,30
160825,4
160828,1
160832,1
160870,1
160909,2
161050,5
161064,2
161065,2
161066,2
161099,2
161101,1
161103,11
161105,1
161106,3
161109,3
161128,11
161133,5
161137,1
161150,31
161154,15
161155,27
161191,2
161212,3
161238,2
161240,1
161286,1
161291,1
161338,31
161343,3
161344,1
161353,11
161354,3
161355,2
161357,89
161358,8
161359,24
161360,7
161362,21
161379,11
161397,6
161398,14
161421,1
161444,3
161489,1
161512,5
161531,1
161534,6
161541,6
161546,4
161552,2
161558,1
161575,4
161584,1
161605,1
161613,2
161620,3
161621,2
161627,1
161675,5
161737,1
161745,2
161747,1
161758,3
161765,1
161786,2
161804,2
161825,5
161832,1
161852,1
161853,1
161871,1
161946,1
161978,1
161981,1
162035,1
162041,3
162232,2
162237,1
162381,1
162686,1
162706,4
162917,5
162920,1
163022,2
163043,1
163093,1
163143,13
163146,42
163199,1
163367,2
163499,1
163503,1
163573,2
163575,1
163598,13
163660,6
163674,1
163678,1
163785,1
163870,1
163917,1
163921,2
163934,5
163939,3
163965,1
163966,3
163990,2
163997,5
164082,8
164089,2
164099,3
164105,9
164106,1
164112,2
164119,5
164121,4
164141,4
164142,1
164205,1
164207,4
164208,4
164250,2
164292,2
164300,1
164335,11
164339,1
164340,19
164342,1
164344,1
164357,1
164358,2
164362,16
164370,1
164374,9
164375,8
164378,1
164379,23
164380,4
164382,8
164383,38
164384,1
164386,2
164388,10
164395,6
164454,1
164481,7
164483,2
164485,1
164488,4
164492,1
164499,1
164553,1
164690,1
164694,4
164695,1
164698,2
164723,1
164763,1
164841,1
164865,10
164867,1
164883,1
164884,12
164885,6
164944,1
164969,4
165067,3
165070,6
165071,1
165072,2
165088,6
165128,1
165138,1
165156,1
165174,1
165195,3
165206,1
165214,1
165216,1
165242,2
165258,3
165283,3
165289,1
165300,1
165332,16
165341,1
165370,1
165407,3
165438,4
165455,23
165456,6
165457,3
165478,1
165521,5
165538,6
165698,3
165705,2
165797,2
165804,1
165917,1
166010,1
166028,2
166081,1
166083,4
166098,1
166132,1
166173,1
166213,40
166214,11
166215,5
166263,2
166292,2
166359,5
166378,1
166380,4
166389,1
166390,3
166391,9
166399,1
166514,1
166529,10
166594,2
166702,1
166712,1
166719,2
166785,2
