geoid,doc
170318051072001,6
170318051072017,23
170318051072023,2
170318051072030,2
170318051073000,1
170318051075000,4
170318051081010,2
170318051082000,2
170318051082003,1
170318051083003,6
170318051083007,7
170318051092009,1
170318051092018,1
170318051093007,1
170318051093008,9
170318051093009,2
170318051093017,1
170318051102023,1
170318051102025,5
170318051103004,6
170318051113001,1
170318051116019,2
170318051122007,2
170318052024007,1
170318053013000,1
170318053021002,2
170318054012024,3
170318054013017,2
170318054021000,2
170318054024012,1
170318054024013,1
170318054024028,1
170318054024041,1
170318054025000,37
170318055011000,1
170318055011009,1
170318055011016,2
170318055011019,2
170318055012011,1
170318055012020,3
170318055013000,1
170318055013008,8
170318055013009,1
170318055023009,13
170318055023011,8
170318055024022,2
170318055024024,5
170318055024026,1
170318055024027,5
170318056002001,4
170318056002019,1
170318057013002,1
170318057022009,2
170318057022011,2
170318058012003,1
170318058021000,2
170318058021003,3
170318058021005,5
170318058025004,1
170318058025007,1
170318059011000,5
170318059011005,10
170318059011024,18
170318059011025,5
170318059011035,2
170318059011036,2
170318059012002,4
170318059012003,1
170318059013032,2
170318059021001,1
170318059023000,41
170318059023001,12
170318059023008,366
170318059023014,1
170318059025003,1
170318059026010,3
170318060011003,1
170318060011014,1
170318060012008,1
170318060013016,11
170318060013019,13
170318060013020,1
170318060014000,14
170318060021000,15
170318060025004,1
170318060025005,7
170318060031001,8
170318060031002,4
170318060036000,64
170318060041009,1
170318060042004,1
170318060042019,11
170318060043007,1
170318060043010,11
170318060043014,1
170318060043016,4
170318060044009,1
170318061021001,19
170318061021010,1
170318061021014,9
170318061022006,1
170318061031009,2
170318061031015,1
170318061033023,2
170318061034001,11
170318061042025,39
170318061042060,3
170318062012006,1
170318062012009,3
170318062012012,6
170318062012018,2
170318062021000,1
170318062021001,1
170318062022001,1
170318062023000,1
170318062023013,3
170318062023019,6
170318062023022,4
170318063001001,1
170318063002006,2
170318064001023,2
170318064002017,1
170318065021000,1
170318065021003,1
170318065021006,2
170318065024000,1
170318065024003,1
170318065024006,1
170318067004002,1
170318068012001,1
170318068012002,116
170318068012003,3
170318068012005,11
170318068012006,43
170318068014000,1
170318068014016,1
170318068021021,1
170318068021026,1
170318068023006,1
170318068023022,2
170318069001000,2
170318069001009,3
170318069001011,3
170318069001012,1
170318069001019,8
170318069001021,33
170318069001022,34
170318069001026,1
170318069002001,3
170318069003003,13
170318069003004,33
170318070001001,8
170318070002009,1
170318070003016,2
170318071001000,4
170318071001008,2
170318071003000,1
170318071003002,1
170318071003024,1
170318072001026,1
170318072002001,1
170318073001034,1
170318073002001,3
170318073002005,2
170318073003010,1
170318073003015,1
170318074001000,2
170318074002008,1
170318074002017,1
170318074002019,5
170318074002046,1
170318074004006,1
170318074005025,1
170318076003037,2
170318076005033,1
170318077001007,4
170318077001009,1
170318078001006,1
170318078001007,1
170318078002026,1
170318078002051,3
170318079001000,1
170318079001007,1
170318079002000,1
170318079002026,4
170318079003016,1
170318080011010,3
170318080011011,3
170318080011032,1
170318080011037,2
170318080011038,1
170318080012025,1
170318080013000,7
170318080021020,2
170318080022004,7
170318080022009,2
170318080022027,1
170318080023040,2
170318080023043,1
170318080024010,2
170318080024016,3
170318080024025,1
170318081001018,1
170318081001034,2
170318081001044,2
170318081002000,1
170318081002001,1
170318081002005,1
170318081002006,2
170318081002011,2
170318081002019,2
170318082003014,2
170318083011004,2
170318083012000,7
170318083012031,1
170318083012037,1
170318083013000,5
170318083013001,2
170318083021012,4
170318083023008,1
170318084001011,1
170318084001023,3
170318084002002,2
170318084002013,1
170318084003017,3
170318084003040,40
170318085003020,1
170318085003027,1
170318086001007,1
170318086002007,3
170318086002008,2
170318086002014,1
170318087022016,4
170318088001033,6
170318088002011,375
170318089001003,1
170318089002020,1
170318089002040,3
170318089003053,1
170318090003024,2
170318091003000,1
170318091003020,1
170318093001001,73
170318093003009,1
170318094002000,5
170318094002001,1
170318094002005,9
170318094003001,2
170318094003012,17
170318094003014,1
170318094003019,7
170318094003023,3
170318094003024,14
170318095001001,1
170318095001012,7
170318095001017,2
170318095002014,1
170318096002004,1
170318097001033,1
170318097002002,1
170318097002003,12
170318098002024,1
170318099001040,1
170318099001044,1
170318100001007,1
170318100002007,3
170318102004004,2
170318102004007,100
170318102005001,1
170318102005005,2
170318102006004,1
170318102006013,8
170318103013026,2
170318103014003,1
170318103014017,2
170318103021003,1
170318103021009,1
170318104001000,7
170318104001006,1
170318104001007,1
170318104001019,1
170318104003024,1
170318104003047,2
170318104004001,4
170318104004002,1
170318104004003,6
170318104004004,1
170318105011013,2
170318105011016,1
170318105012002,1
170318105012005,1
170318105014007,1
170318105022013,1
170318105024018,2
170318106002047,1
170318106003014,5
170318107022018,3
170318108001023,1
170318108002000,1
170318108002003,1
170318109001000,1
170318109003000,6
170318109004011,6
170318109004012,2
170318109004013,6
170318110004026,3
170318110004028,6
170318110004029,2
170318110004030,8
170318110005010,2
170318111001012,2
170318111002004,4
170318111002005,1
170318113022016,7
170318113022017,2
170318113022027,1
170318113022032,83
170318114014001,1
170318114014003,1
170318114014005,1
170318114015002,2
170318114015035,3
170318114021022,3
170318114021023,1
170318114022012,3
170318114022016,2
170318114022023,1
170318115001007,1
170318116002017,2
170318116003002,1
170318117012000,2
170318118002025,1
170318118004019,1
170318119001002,1
170318119001003,2
170318119001004,1
170318119001005,2
170318119001013,2
170318119002009,1
170318119002010,1
170318119003013,1
170318119004000,8
170318119004002,3
170318119004021,1
170318120001000,1
170318120002006,1
170318120002007,24
170318120002009,3
170318120003012,4
170318120003014,4
170318120004021,4
170318120005001,1
170318120005010,4
170318120005011,1
170318120006000,1
170318121004000,1
170318122001001,3
170318122001002,1
170318122001003,4
170318122001006,2
170318122002009,1
170318122004002,2
170318122004005,2
170318122004006,7
170318122004007,6
170318122004032,8
170318123012001,9
170318123012003,22
170318123012004,12
170318123012005,10
170318123012006,3
170318123013003,1
170318123013005,8
170318123013006,5
170318123013007,1
170318123022003,2
170318123023002,4
170318124001003,1
170318124001016,1
170318124002017,1
170318125001008,3
170318125001015,3
170318125002000,81
170318125002012,14
170318125002013,1
170318125003017,2
170318125004007,3
170318125004008,1
170318126004002,1
170318127003001,1
170318127003015,1
170318128011004,1
170318128011009,1
170318128022000,2
170318128023007,2
170318129001013,1
170318129003007,1
170318129003022,2
170318129003023,1
170318129004002,2
170318129004004,61
170318129004008,4
170318130001004,3
170318130001009,2
170318130004003,1
170318130005011,1
170318131002018,1
170318131003015,1
170318131003016,3
170318132004008,1
170318132005038,2
170318133021008,1
170318135002014,1
170318135003023,5
170318136003025,2
170318136003027,2
170318136003031,3
170318137012017,1
170318137023000,2
170318138012006,1
170318138013001,5
170318138013010,3
170318138013011,1
170318138023001,2
170318139001001,1
170318139001003,1
170318139001004,1
170318139005003,3
170318140001007,2
170318140001008,3
170318141001002,7
170318142001012,1
170318142001034,3
170318144005012,1
170318144005015,2
170318145001041,1
170318145001048,2
170318145002000,5
170318146001000,3
170318147001001,2
170318147004001,1
170318147005008,1
170318148002034,1
170318148002035,3
170318148002037,2
170318148003000,4
170318148003002,2
170318148003003,1
170318148005001,1
170318148005017,2
170318148005023,1
170318149002026,3
170318149002028,2
170318149003021,1
170318149003025,2
170318149003027,3
170318149003028,2
170318149003029,3
170318150001017,2
170318150002017,2
170318150003017,1
170318151001006,1
170318151002004,6
170318151003007,1
170318152001022,1
170318152004024,2
170318152005001,1
170318153004006,1
170318153004020,3
170318153004021,3
170318153004023,1
170318154001014,62
170318154001028,44
170318154001033,30
170318154002002,7
170318154002005,2
170318154002006,2
170318154002007,21
170318154003037,2
170318154003051,1
170318154003057,1
170318154004004,1
170318154004027,4
170318155006012,1
170318156001002,5
170318156002035,1
170318156004004,3
170318157011012,1
170318157013002,1
170318157014004,6
170318157014005,7
170318157014007,1
170318157014011,16
170318157021003,1
170318157022002,1
170318157022011,1
170318159002017,1
170318159003025,2
170318160001002,2
170318160001025,2
170318160003001,1
170318161002015,3
170318161004021,1
170318161004048,12
170318161006037,7
170318161006043,5
170318162001001,6
170318163001008,2
170318163001015,5
170318163004028,2
170318164013027,1
170318164013028,1
170318164014000,2
170318164014010,3
170318164023030,20
170318164023033,2
170318164023034,27
170318164023038,1
170318164024011,2
170318165002033,2
170318167002001,1
170318167002005,5
170318168001022,1
170318168001070,2
170318168004000,2
170318169001030,1
170318170004008,1
170318171011020,1
170318172004006,2
170318175001012,1
170318175001017,1
170318175001019,14
170318175001035,1
170318175003007,2
170318176002018,2
170318179001037,2
170318179002003,4
170318179002008,14
170318179002029,71
170318179002041,773
170318179004001,1
170318179004003,1
170318180001023,1
170318180002002,1
170318180002004,2
170318181002003,2
170318181002014,1
170318182002024,2
170318182002027,2
170318182002029,4
170318182004006,2
170318182004013,2
170318183001006,1
170318183002016,1
170318184013004,2
170318184014003,2
170318184022015,7
170318185001005,1
170318185003001,15
170318185003002,4
170318185003021,3
170318185004003,12
170318186002011,1
170318186002060,1
170318187002012,2
170318187004008,1
170318187004014,1
170318187004021,1
170318188001003,1
170318188002000,1
170318188003001,1
170318188005040,1
170318189001001,1
170318189002014,7
170318189002017,9
170318189003007,3
170318191001000,2
170318191001010,2
170318191003013,1
170318191004027,1
170318193001017,1
170318193001019,2
170318193002037,1
170318193002041,2
170318195001005,1
170318195002004,1
170318195002009,4
170318195002011,1
170318195002013,2
170318195002015,2
170318195003014,6
170318196003006,1
170318197002006,1
170318197002034,1
170318197004010,8
170318198012015,3
170318198012017,5
170318198014000,1
170318198014008,1
170318198014014,1
170318198021000,5
170318198022012,1
170318198022023,1
170318199002026,1
170318200001002,1
170318200002000,1
170318201012000,5
170318201012023,3
170318201013007,1
170318201013015,2
170318201013023,4
170318201014001,1
170318201014007,1
170318201014009,9
170318201015000,2
170318201015020,1
170318201032001,1
170318201034002,15
170318201034007,11
170318201034008,76
170318201042004,5
170318201042005,1
170318201042020,1
170318201042025,1
170318201044024,1
170318202011015,2
170318202011029,1
170318202012017,19
170318202012038,2
170318202012039,3
170318202012040,2
170318202013013,1
170318202013032,1
170318202014019,1
170318202021013,4
170318202021234,1
170318202022056,1
170318202022061,1
170318202023024,1
170318203002013,1
170318203004018,1
170318204001015,1
170318204001016,1
170318204003024,2
170318205023000,1
170318205024006,3
170318205024011,2
170318206031027,1
170318206033017,1
170318206042006,2
170318206061001,1
170318206061011,1
170318206062000,4
170318207001015,1
170318207004030,1
170318208002007,1
170318209011001,2
170318209011029,1
170318209011036,1
170318209011059,1
170318209011085,3
170318209013019,1
170318209021001,4
170318209021041,1
170318209022025,1
170318209023024,2
170318210013028,1
170318211011000,1
170318211013011,1
170318211021000,1
170318211021001,2
170318211021004,2
170318211022001,12
170318211022005,1
170318211022012,2
170318211023006,1
170318212002028,1
170318212002031,1
170318212002038,15
170318212002039,25
170318212002040,9
170318212002042,1
170318212003006,1
170318212004044,1
170318216002001,1
170318217002005,8
170318217003015,1
170318217005008,2
170318217005009,4
170318217005013,1
170318217005014,1
170318217005015,2
170318217005016,5
170318217005027,3
170318217005032,1
170318218001004,80
170318218001006,2
170318218002001,3
170318218004006,1
170318218004011,1
170318218004022,3
170318218004026,7
170318218006025,1
170318218006029,2
170318219001000,14
170318219003000,1
170318219004007,3
170318220001001,26
170318220003007,1
170318221013013,6
170318221013016,9
170318221013020,5
170318221013025,1
170318221021010,404
170318221021011,8
170318221022018,2
170318221022019,5
170318221022020,13
170318221022022,3
170318221022034,1
170318221023000,8
170318221023003,5
170318221024003,1
170318221024004,13
170318223011002,2
170318223014000,1
170318223022001,1
170318223022005,2
170318223022008,1
170318223022015,2
170318223023000,1
170318223023004,5
170318223023037,3
170318223024006,2
170318223024011,1
170318223024021,5
170318223024022,7
170318224001000,2
170318224002008,7
170318224003002,3
170318224003003,5
170318224003004,1
170318225003012,3
170318225003013,3
170318225003017,6
170318225003024,5
170318225004017,1
170318225004031,2
170318225004041,2
170318225004045,2
170318226011003,1
170318226011012,2
170318226012019,1
170318226021000,1
170318226022034,5
170318227021033,8
170318227022008,2
170318227022010,2
170318227022011,4
170318227023001,4
170318227023003,9
170318227023009,2
170318228011000,10
170318228011010,2
170318228011012,5
170318228011016,24
170318228011017,1
170318228021019,1
170318228023008,1
170318229001003,5
170318230011038,19
170318230011048,1
170318230013006,1
170318230014005,1
170318230015002,2
170318230015005,11
170318230021020,1
170318230024023,1
170318230024027,2
170318231014007,3
170318231015003,1
170318231015023,2
170318231022001,2
170318232001002,2
170318232002037,2
170318233032007,1
170318233033006,1
170318233035006,1
170318233042005,15
170318233045010,1
170318233046002,1
170318234003003,2
170318234004037,1
170318235001031,3
170318236022009,2
170318236024015,1
170318236024027,7
170318236031047,4
170318236032009,2
170318236041007,1
170318236041021,3
170318236041034,1
170318236042008,9
170318236042014,8
170318236042015,1
170318236043000,9
170318236043003,1
170318236043005,3
170318236051005,2
170318236051019,4
170318236051029,4
170318237021001,6
170318237021018,1
170318237021019,2
170318237022002,1
170318237023000,1
170318237024006,1
170318237032012,2
170318237032018,1
170318237032020,3
170318237033007,2
170318237033013,1
170318237034001,2
170318237042009,1
170318237051000,1
170318237053004,3
170318237054024,1
170318238011009,1
170318238011056,1
170318238012010,1
170318238012022,22
170318238031001,1
170318238031004,2
170318238031011,12
170318238031027,2
170318238034014,1
170318238034015,1
170318238053000,2
170318238061000,1
170318238061025,1
170318238061032,1
170318238064006,1
170318238064009,7
170318239011000,1
170318239011002,11
170318239011008,1
170318239011025,1
170318239011072,3
170318239011074,1
170318239011077,1
170318239012031,11
170318239012033,7
170318239012038,5
170318239012046,7
170318239031002,14
170318239031003,34
170318239031007,26
170318239031038,2
170318239031040,23
170318239031042,53
170318239032009,1
170318239041009,1
170318239041018,9
170318239041019,3
170318239042000,1
170318239042017,4
170318239042018,3
170318239042032,7
170318239043000,1
170318239043008,1
170318240031036,2
170318240031039,7
170318240031047,1
170318240032022,1
170318240033000,1
170318240033001,1
170318240041146,3
170318240042061,1
170318240051064,4
170318240051081,1
170318240052031,4
170318240052035,1
170318240053004,6
170318240053034,1
170318240062052,1
170318241052004,1
170318241052005,1
170318241062006,3
170318241062018,2
170318241063029,1
170318241074007,4
170318241074019,1
170318241081007,2
170318241083010,17
170318241131018,1
170318241131020,1
170318241132000,2
170318241132030,1
170318241133037,1
170318241133041,1
170318241141003,1
170318241141012,3
170318241141013,2
170318241141045,1
170318241151013,3
170318241151017,19
170318241151018,5
170318241152008,3
170318241152009,4
170318241152013,2
170318241161010,8
170318241161011,1
170318241161028,1
170318241161036,5
170318241161037,5
170318241161048,1
170318241162000,1
170318241162005,6
170318241162010,1
170318241163001,1
170318241164000,3
170318241164004,32
170318241171003,20
170318241174004,2
170318241202007,26
170318241202019,4
170318241202026,18
170318241202027,23
170318241202028,7
170318241202047,11
170318241202062,1
170318241202063,7
170318241203000,13
170318241203011,3
170318241203036,1
170318241204066,1
170318241221000,3
170318241221013,1
170318241231000,1
170318241231012,1
170318241232000,3
170318241232001,1
170318241232003,1
170318244001008,1
170318244001010,8
170318244001011,1
170318245034043,1
170318245051015,3
170318245051017,3
170318245052020,13
170318245053007,4
170318245062004,1
170318245063028,1
170318245064000,2
170318245064010,3
170318245064025,2
170318245071000,1
170318245071001,15
170318245071004,7
170318245071007,1
170318245071013,4
170318245071022,2
170318245072039,8
170318246013020,1
170318246014007,1
170318246022012,1
170318246022020,1
170318246022030,1
170318246023000,1
170318247011009,1
170318247011025,1
170318249001023,3
170318250001020,1
170318250001032,1
170318250003005,1
170318252002011,12
170318253031004,3
170318253032009,1
170318253032011,1
170318253033002,2
170318253033005,2
170318253041000,3
170318253041004,2
170318253042000,4
170318254002000,1
170318254002022,3
170318254002023,5
170318255033015,4
170318255033023,20
170318255034003,1
170318255034004,2
170318255035012,1
170318255035021,1
170318255041000,32
170318255042000,50
170318255042033,1
170318258021030,1
170318258035001,3
170318259002005,1
170318260002017,1
170318261003038,1
170318261003046,2
170318262011017,1
170318262014002,5
170318262014019,4
170318262021061,1
170318262023000,2
170318263011005,1
170318263012005,5
170318263013007,1
170318263013011,1
170318263041003,1
170318263041004,1
170318264023030,2
170318266003006,1
170318266004023,4
170318268002032,1
170318269011012,1
170318272001049,2
170318272003044,14
170318272003046,1
170318273002011,1
170318274001019,10
170318274001026,84
170318274002005,10
170318274002006,1
170318274002007,4
170318277001035,1
170318277001054,1
170318278011003,1
170318278013000,1
170318278013001,1
170318278013003,6
170318278014037,1
170318278021018,1
170318278022013,7
170318278052004,2
170318279011001,9
170318279012003,2
170318279025003,1
170318280003032,1
170318281001037,2
170318281003019,1
170318281003021,1
170318281004001,1
170318282023012,2
170318282023013,3
170318282024005,1
170318284011034,1
170318284012019,3
170318284013007,2
170318284014011,3
170318284014013,3
170318284014020,1
170318284014021,2
170318284014022,1
170318284014027,2
170318284022008,1
170318284023003,10
170318285032005,1
170318285041000,1
170318285055000,4
170318285055039,1
170318285055047,1
170318286011010,1
170318286014020,6
170318286022023,1
170318287012004,1
170318287021011,1
170318288012021,1
170318288013002,3
170318288015003,2
170318288015012,1
170318288015013,2
170318288015018,5
170318288021000,1
170318288022015,1
170318288022023,1
170318289002022,1
170318289003013,32
170318289003032,12
170318289003038,2
170318289003044,2
170318292002000,2
170318292003004,2
170318293011002,2
170318293011026,4
170318293011027,1
170318293021016,1
170318293022004,2
170318293022005,1
170318293022006,2
170318293023002,1
170318294011003,2
170318295003009,2
170318295003012,1
170318296002009,1
170318296002011,1
170318297002047,3
170318298001005,3
170318298001018,2
170318298003008,1
170318298003013,1
170318298004000,1
170318298005007,1
170318298005015,1
170318299014082,2
170318299021000,1
170318299022001,2
170318299023025,24
170318299023044,1
170318299023045,1
170318299023047,12
170318299023053,1
170318299023055,4
170318300041003,1
170318300042020,2
170318300042027,2
170318300043001,12
170318300043042,1
170318300043057,1
170318300043073,1
170318300051002,3
170318300051003,3
170318300051004,1
170318300051006,80
170318300051009,42
170318300051011,2
170318300051012,7
170318300051013,2
170318300052006,2
170318300052013,1
170318300052031,3
170318300052036,7
170318300052040,1
170318300061004,1
170318300061005,1
170318300072006,2
170318300073013,1
170318302012037,1
170318302021017,2
170318303002007,1
170318303002023,1
170318305002009,2
170318305002010,2
170318306001012,1
170318306002001,1
170318306002002,3
170318306002019,1
170318306003006,1
170318307002000,7
170318307002001,1
170318307002002,1
170318307002007,6
170318308001004,1
170318308001009,8
170318308001010,12
170318308002004,9
170318308003004,1
170318308003005,1
170318309002016,1
170318309002020,1
170318309003000,1
170318310001007,1
170318311001001,5
170318311003018,1
170318311003024,2
170318311004023,4
170318312003001,1
170318314002006,14
170318314002055,4
170318315001015,1
170318315001042,2
170318315001045,4
170318316003006,2
170318316004001,13
170318316004011,1
170318316004015,1
170318317001002,1
170318317001010,15
170318317001020,1
170318317001023,7
170318318002014,1
170318318005006,1
170318319002006,4
170318319002009,2
170318322002028,3
170318323001048,1
170318323001060,1
170318323001079,1
170318325001001,2
170318325001005,4
170318325001014,2
170318325002003,1
170318325002041,1
170318325002043,4
170318325002048,2
170318326002021,1
170318326003006,1
170318329001009,1
170318329002017,1
170318330001014,1
170318330001017,2
170318330001052,1
170318330002016,1
170318330002071,7
170318330002074,1
170318330002111,1
170318331001007,2
170318331001012,1
170318331001018,3
170318331001023,5
170318331003011,1
170318331003033,5
170318333001008,1
170318333001022,4
170318333001028,1
170318339002014,1
170318339002015,1
170318339002025,2
170318342002005,7
170318342002024,48
170318343004016,1
170318343004019,2
170318344002009,5
170318348001002,3
170318348002024,3
170318350001004,1
170318350003017,1
170318351001040,1
170318351004001,1
170318352001034,7
170318352001044,5
170318356002031,2
170318356002032,1
170318357001000,2
170318362001007,20
170318362001008,42
170318362001009,1016
170318362001011,5
170318362001022,8
170318364002003,1
170318364002016,10
170318365002008,1
170318366001013,1
170318367001022,1
170318378001033,1
170318378001040,5
170318378002017,1
170318380001002,1
170318380001016,1
170318380002032,12
170318380002033,14
170318381001002,1
170318381001007,1
170318381002030,3
170318381002038,41
170318381002041,40
170318381002042,2
170318381003013,23
170318381003014,1
170318381003017,21
170318381003018,432
170318381003019,11
170318381003022,1
170318382001007,123
170318382001008,2
170318382001014,2
170318382001017,1
170318382001018,61
170318382002002,80
170318382002004,33
170318382002005,315
170318382002006,249
170318382002008,1
170318382002009,3
170318382002010,24
170318382002014,49
170318382002017,413
170318382002018,264
170318382002020,88
170318382002021,7
170318382002022,4
170318382002039,1
170318382002040,7
170318382002043,6
170318382002059,81
170318387001030,2
170318390001000,1
170318390001001,1
170318390002001,1
170318390002002,1
170318390003002,5
170318390004001,1
170318390004003,2
170318391001034,2
170318391001048,1
170318391001053,1
170318391001054,1
170318391001057,1
170318391001058,1
170318391001064,5
170318391001066,5
170318391001067,2
170318391001068,10
170318391001070,5
170318391001086,4
170318391001089,2
170318391001098,1
170318391001103,1
170318391001106,3
170318391002000,1
170318391002001,8
170318391002006,1
170318391002012,1
170318391002013,4
170318391002046,2
170318392002002,7
170318392002010,11
170318392002020,2
170318395001006,1
170318396002017,2
170318397002003,1
170318397002009,1
170318397002011,4
170318397002016,3
170318398002006,2
170318399001007,1
170318399004001,1
170318401002012,4
170318401002023,1
170318402001051,2
170318402001054,1
170318403002015,5
170318404001032,1
170318404002033,1
170318407001000,31
170318407002000,1
170318407003002,13
170318407003011,1
170318408001003,7
170318410001022,1
170318410001031,2
170318410001055,12
170318410001057,119
170318410001062,37
170318411001013,1
170318411001021,5
170318411001036,2
170318411002002,3
170318411002004,4
170318411003047,1
170318411004021,1
170318412002022,1
170318412002036,1
170318413001001,1
170318413002000,1
170318413002031,3
170318413002033,1
170318413003004,1
170318419001064,1
170318419002029,4
170318419002036,1
170318419002041,9
170318419002074,4
170318422001003,21
170318422001009,11
170318422001012,46
170318422001013,2
170318422001017,1
170318422001027,4
170318422001057,11
170318422001062,2
170318423001000,6
170318423001060,4
170318423002018,2
170318424002040,1
170318424002055,1
170318426002027,1
170318426002059,1
170318428004022,1
170318428004038,3
170318429001008,2
170318429004016,1
170318429004017,6
170318429004029,2
170318429004038,1
170318429004072,17
170318429004090,6
170318430001012,1
170318430001033,1
170318431001008,13
170318431002018,3
170318432002051,1
170318433001023,3
170318433001029,10
170318433001030,8
170318433001033,1
170318433001034,100
170318433001035,21
170318433001044,37
170318435001019,1
170318435001023,18
170318436002009,5
170318437001002,4
170318437001011,1
170318437001015,3
170318439001008,7
170319800001000,2
170438400001019,1
170438401011016,1
170438401011019,1
170438401011021,2
170438401011025,1
170438401012022,1
170438401013028,2
170438401014000,1
170438401014060,1
170438401014061,1
170438401021007,1
170438401032003,1
170438401034000,1
170438401034003,1
170438401034070,1
170438401041043,4
170438401043003,1
170438401044001,3
170438402011036,1
170438402011063,1
170438402012000,2
170438402013005,1
170438402022022,1
170438402022029,2
170438402022030,3
170438402023021,2
170438402024001,1
170438403032000,1
170438403033000,11
170438403041000,1
170438403041002,6
170438406001002,7
170438406001011,2
170438406001012,1
170438406002000,1
170438406002010,6
170438406002011,2
170438406003009,6
170438407031027,1
170438407032007,2
170438407041008,1
170438407042008,2
170438407051000,1
170438407062018,1
170438408012011,1
170438408023007,1
170438408023011,1
170438408023015,1
170438409012000,1
170438409012007,1
170438409042000,4
170438409042006,2
170438409042007,1
170438409042027,1
170438409061006,1
170438409071000,1
170438409071005,1
170438409071030,20
170438409082001,14
170438409104005,1
170438409112006,1
170438409112014,1
170438410022030,2
170438410031035,1
170438410032013,3
170438411023014,1
170438411031002,1
170438411031016,2
170438411032017,3
170438411032028,3
170438411033006,1
170438411041030,1
170438411041038,1
170438411081000,3
170438411082001,3
170438411082007,3
170438411092007,1
170438411093008,1
170438411102002,10
170438411111006,2
170438411112003,10
170438411112004,1
170438411112005,2
170438411112006,1
170438411112013,10
170438411112014,1
170438411121000,1
170438411122003,1
170438411131000,3
170438411132013,1
170438411132017,1
170438411142004,1
170438411142022,12
170438411142025,6
170438411142026,3
170438411142030,13
170438411142031,13
170438412062001,1
170438412063000,3
170438412091000,2
170438412092000,1
170438413081032,12
170438413083000,1
170438413083040,6
170438413161010,3
170438413161013,2
170438413162000,1
170438413182014,2
170438413202004,1
170438413231008,1
170438413232002,2
170438413241003,1
170438413251000,5
170438413253000,3
170438413261001,2
170438413261074,2
170438413272000,2
170438414012049,79
170438414013035,2
170438414031001,1
170438414031022,1
170438414032002,2
170438414032011,1
170438414033013,1
170438414033027,201
170438414041028,7
170438414042055,3
170438415013016,2
170438415032015,1
170438415042033,2
170438415042034,2
170438416031104,1
170438416032001,1
170438416032005,1
170438416052001,1
170438416061007,1
170438416062015,8
170438416062034,2
170438416072002,2
170438416073009,1
170438417031000,2
170438417032001,1
170438417033001,3
170438417034011,17
170438417034012,1
170438417042000,1
170438417042010,6
170438417042024,1
170438417042027,1
170438417043036,2
170438417052001,3
170438417052010,1
170438417053015,1
170438417061000,2
170438418011006,30
170438418012010,1
170438418013004,1
170438418013018,9
170438418013020,2
170438418021022,15
170438418022029,3
170438418023001,1
170438419021026,1
170438419023009,2
170438419023010,1
170438421002020,1
170438421003022,3
170438421003027,1
170438422001015,2
170438422001016,1
170438422001018,62
170438422001019,1
170438422003005,4
170438422003006,1
170438422003013,2
170438422003015,1
170438423002010,1
170438424001019,1
170438424003004,1
170438424003005,1
170438424003008,8
170438424003011,1
170438425001026,2
170438425001028,4
170438425001032,5
170438425001034,2
170438425001047,2
170438425001049,3
170438425002047,1
170438426011002,24
170438426011009,2
170438426021022,3
170438426022002,2
170438426031024,1
170438426031026,6
170438426033010,2
170438426033018,2
170438426041011,16
170438426044000,6
170438426044002,5
170438426053000,1
170438427021001,10
170438427021009,2
170438427021011,6
170438427023018,2
170438427032002,12
170438427061003,11
170438427061005,1
170438427062017,1
170438427062031,1
170438427063015,1
170438427082001,3
170438427082004,8
170438427101016,1
170438427102001,1
170438428001005,3
170438428001006,1
170438428001010,13
170438428002005,1
170438428004019,1
170438429001015,9
170438429001017,1
170438429001022,8
170438429001023,1
170438429001024,10
170438429002006,3
170438429002007,23
170438429002018,2
170438430002003,1
170438430003000,1
170438430003004,2
170438430003012,1
170438431003005,1
170438431003018,1
170438432001015,4
170438432004002,1
170438433013000,1
170438434002014,1
170438435001006,1
170438435001012,2
170438435001021,1
170438435002002,2
170438435003003,12
170438435003027,1
170438437001005,1
170438437003002,1
170438438001003,4
170438439001016,4
170438439001019,1
170438439003011,1
170438440012022,1
170438440012023,1
170438440021021,3
170438440022004,2
170438440022006,1
170438441002025,1
170438442011008,1
170438442011012,5
170438442012021,1
170438442012023,1
170438442013019,1
170438442014006,1
170438442014011,1
170438442014012,6
170438442014013,4
170438442022012,1
170438442022015,1
170438442022018,1
170438443011015,7
170438443013006,1
170438443013024,2
170438443013030,26
170438443013033,3
170438443014003,1
170438443014005,1
170438443014007,10
170438443014011,2
170438443014022,22
170438443014025,2
170438443014027,9
170438443042001,5
170438443051000,1
170438443051006,1
170438443052007,3
170438443063000,5
170438443063008,24
170438443063036,11
170438443063050,1
170438443071007,2
170438443072000,1
170438443073004,1
170438443073015,1
170438443073033,2
170438444011005,1
170438444011009,1
170438444011013,1
170438444011015,4
170438444012000,4
170438444012005,1
170438444012007,1
170438444012017,4
170438444012035,1
170438444013004,4
170438444013005,7
170438444013010,4
170438444013014,1
170438444013017,2
170438444013018,2
170438444013024,4
170438444013025,20
170438444021000,3
170438444021002,6
170438444021006,26
170438444021007,3
170438444021008,1
170438444021009,1
170438444021019,1
170438444021034,1
170438444021038,1
170438444021041,2
170438444022011,28
170438444022012,2
170438444022016,112
170438444022021,7
170438444023006,1
170438445011016,3
170438445011017,2
170438445011021,2
170438445011022,1
170438445011027,1
170438445013005,5
170438445013020,1
170438445013027,1
170438445021003,1
170438445021013,2
170438445021024,1
170438445022001,10
170438445022003,1
170438445022013,2
170438445023002,5
