id,geoid
567,170310202004037
568,170310202004038
569,170310202004039
570,170310202004040
571,170310202004041
572,170310202004042
573,170310202004043
574,170310202004044
575,170310202004045
576,170310202004046
577,170310203011000
578,170310203011001
579,170310203011002
580,170310203011003
581,170310203011004
582,170310203011005
583,170310203011006
584,170310203011007
585,170310203011008
586,170310203012000
587,170310203012001
588,170310203012002
589,170310203012003
590,170310203012004
591,170310203012005
592,170310203012006
593,170310203012007
594,170310203012008
595,170310203012009
596,170310203012010
597,170310203012011
598,170310203013000
599,170310203013001
600,170310203013002
601,170310203013003
602,170310203013004
603,170310203013005
604,170310203013006
605,170310203013007
606,170310203013008
607,170310203013009
608,170310203013010
609,170310203013011
610,170310203013012
611,170310203013013
612,170310203013014
613,170310203013015
614,170310203013016
615,170310203013017
616,170310203013018
617,170310203013019
618,170310203013020
619,170310203013021
620,170310203013022
621,170310203013023
622,170310203013024
623,170310203013025
624,170310203013026
625,170310203013027
626,170310203021000
627,170310203021001
628,170310203021002
629,170310203021003
630,170310203021004
631,170310203021005
632,170310203021006
633,170310203021007
634,170310203021008
635,170310203021009
636,170310203021010
637,170310203021011
638,170310203021012
639,170310203022000
640,170310203022001
641,170310203022002
642,170310203022003
643,170310203022004
644,170310203022005
645,170310203022006
646,170310203022007
647,170310203022008
648,170310203022009
649,170310203022010
650,170310203022011
651,170310203022012
652,170310203022013
653,170310203022014
654,170310203023000
655,170310203023001
656,170310203023002
657,170310203023003
658,170310203023004
659,170310203023005
660,170310203023006
661,170310203023007
662,170310203023008
663,170310203023009
664,170310203023010
665,170310203023011
666,170310203023012
667,170310203023013
668,170310203023014
669,170310203023015
670,170310203023016
671,170310203023017
672,170310203023018
673,170310203023019
674,170310203023020
675,170310203023021
676,170310203023022
677,170310203023023
678,170310203023024
679,170310203023025
680,170310203023026
681,170310203023027
682,170310203023028
683,170310203023029
684,170310203023030
685,170310203023031
686,170310203023032
687,170310203023033
688,170310203023034
689,170310203023035
690,170310203023036
691,170310204001000
692,170310204001001
693,170310204001002
694,170310204001003
695,170310204001004
696,170310204001005
697,170310204001006
698,170310204001007
699,170310204001008
700,170310204001009
701,170310204001010
702,170310204001011
703,170310204001012
704,170310204001013
705,170310204002000
706,170310204002001
707,170310204002002
708,170310204002003
709,170310204002004
710,170310204002005
711,170310204002006
712,170310204002007
713,170310204002008
714,170310204002009
715,170310204002010
716,170310204002011
717,170310204002012
718,170310204002013
719,170310204002014
720,170310204002015
721,170310204002016
722,170310204002017
723,170310204002018
724,170310204002019
725,170310204002020
726,170310204002021
727,170310204002022
728,170310204003000
729,170310204003001
730,170310204003002
731,170310204003003
732,170310204003004
733,170310204003005
734,170310204003006
735,170310204003007
736,170310204003008
737,170310204003009
738,170310204003010
739,170310204003011
740,170310204003012
741,170310204003013
742,170310204003014
743,170310204003015
744,170310204003016
745,170310205001000
746,170310205001001
747,170310205001002
748,170310205001003
749,170310205001004
750,170310205001005
751,170310205001006
752,170310205001007
753,170310205001008
754,170310205001009
755,170310205001010
756,170310205001011
757,170310205001012
758,170310205001013
759,170310205001014
760,170310205001015
761,170310205001016
762,170310205002000
763,170310205002001
764,170310205002002
765,170310205002003
766,170310205002004
767,170310205002005
768,170310205002006
769,170310205002007
770,170310205002008
771,170310205002009
772,170310205002010
773,170310205002011
774,170310205003000
775,170310205003001
776,170310205003002
777,170310205003003
778,170310205003004
779,170310205003005
780,170310205003006
781,170310205003007
782,170310205003008
783,170310205004000
784,170310205004001
785,170310205004002
786,170310205004003
787,170310205004004
788,170310205004005
789,170310205004006
790,170310205004007
791,170310205004008
792,170310205004009
793,170310205004010
794,170310206011000
795,170310206011001
796,170310206011002
797,170310206011003
798,170310206011004
799,170310206011005
800,170310206011006
801,170310206011007
802,170310206011008
803,170310206011009
804,170310206011010
805,170310206011011
806,170310206011012
807,170310206011013
808,170310206011014
809,170310206011015
810,170310206011016
811,170310206011017
812,170310206011018
813,170310206011019
814,170310206011020
815,170310206011021
816,170310206011022
817,170310206011023
818,170310206011024
819,170310206011025
820,170310206011026
821,170310206011027
822,170310206011028
823,170310206011029
824,170310206012000
825,170310206012001
826,170310206012002
827,170310206012003
828,170310206012004
829,170310206012005
830,170310206012006
831,170310206012007
832,170310206012008
833,170310206012009
834,170310206012010
835,170310206012011
836,170310206012012
837,170310206012013
838,170310206012014
839,170310206012015
840,170310206012016
841,170310206012017
842,170310206012018
843,170310206012019
844,170310206012020
845,170310206012021
846,170310206012022
847,170310206012023
848,170310206012024
849,170310206012025
850,170310206013000
851,170310206013001
852,170310206013002
853,170310206013003
854,170310206013004
855,170310206013005
856,170310206013006
857,170310206013007
858,170310206013008
859,170310206013009
860,170310206013010
861,170310206013011
862,170310206013012
863,170310206013013
864,170310206013014
865,170310206021000
866,170310206021001
867,170310206021002
868,170310206021003
869,170310206021004
870,170310206021005
871,170310206021006
872,170310206021007
873,170310206021008
874,170310206021009
875,170310206021010
876,170310206021011
877,170310206022000
878,170310206022001
879,170310206022002
880,170310206022003
881,170310206022004
882,170310206022005
883,170310206022006
884,170310206022007
885,170310206022008
886,170310206022009
887,170310206022010
888,170310206022011
889,170310206022012
890,170310206022013
891,170310206022014
892,170310206023000
893,170310206023001
894,170310206023002
895,170310206023003
896,170310206023004
897,170310206023005
898,170310206023006
899,170310206023007
900,170310206023008
901,170310206023009
902,170310206023010
903,170310206023011
904,170310206023012
905,170310206023013
906,170310206023014
907,170310206024000
908,170310206024001
909,170310206024002
910,170310206024003
911,170310206024004
912,170310206024005
913,170310206024006
914,170310206024007
915,170310206024008
916,170310206024009
917,170310206024010
918,170310206024011
919,170310206024012
920,170310206024013
921,170310207011000
922,170310207011001
923,170310207011002
924,170310207011003
925,170310207011004
926,170310207011005
927,170310207011006
928,170310207011007
929,170310207011008
930,170310207011009
931,170310207011010
932,170310207011011
933,170310207011012
934,170310207011013
935,170310207011014
936,170310207011015
937,170310207011016
938,170310207011017
939,170310207011018
940,170310207011019
941,170310207011020
942,170310207011021
943,170310207011022
944,170310207011023
945,170310207011024
946,170310207011025
947,170310207011026
948,170310207011027
949,170310207011028
950,170310207011029
951,170310207011030
952,170310207011031
953,170310207011032
954,170310207011033
955,170310207012000
956,170310207012001
957,170310207012002
958,170310207012003
959,170310207012004
960,170310207012005
961,170310207012006
962,170310207012007
963,170310207012008
964,170310207012009
965,170310207012010
966,170310207012011
967,170310207012012
968,170310207012013
969,170310207012014
970,170310207012015
971,170310207012016
972,170310207012017
973,170310207012018
974,170310207012019
975,170310207021000
976,170310207021001
977,170310207021002
978,170310207021003
979,170310207021004
980,170310207021005
981,170310207021006
982,170310207021007
983,170310207021008
984,170310207021009
985,170310207021010
986,170310207021011
987,170310207021012
988,170310207021013
989,170310207021014
990,170310207021015
991,170310207021016
992,170310207021017
993,170310207021018
994,170310207021019
995,170310207021020
996,170310207021021
997,170310207021022
998,170310207021023
999,170310207021024
1000,170310207022000
1001,170310207022001
1002,170310207022002
1003,170310207022003
1004,170310207022004
1005,170310207022005
1006,170310207022006
1007,170310207022007
1008,170310207022008
1009,170310207022009
1010,170310207022010
1011,170310207022011
1012,170310207022012
1013,170310207022013
1014,170310207022014
1015,170310207022015
1016,170310207022016
1017,170310207022017
1018,170310207022018
1019,170310207022019
1020,170310207023000
1021,170310207023001
1022,170310207023002
1023,170310207023003
1024,170310207023004
1025,170310207023005
1026,170310207023006
1027,170310207023007
1028,170310207023008
1029,170310207023009
1030,170310207023010
1031,170310207023011
1032,170310207023012
1033,170310207023013
1034,170310207023014
1035,170310207023015
1036,170310207023016
1037,170310207024000
1038,170310207024001
1039,170310207024002
1040,170310207024003
1041,170310207024004
1042,170310207024005
1043,170310207024006
1044,170310207024007
1045,170310207024008
1046,170310207024009
1047,170310207024010
1048,170310207024011
1049,170310207024012
1050,170310207024013
1051,170310207024014
1052,170310207024015
1053,170310207024016
1054,170310208011000
1055,170310208011001
1056,170310208011002
1057,170310208011003
1058,170310208011004
1059,170310208011005
1060,170310208011006
1061,170310208011007
1062,170310208011008
1063,170310208011009
1064,170310208011010
1065,170310208011011
1066,170310208011012
1067,170310208011013
1068,170310208011014
1069,170310208011015
1070,170310208011016
1071,170310208011017
1072,170310208011018
1073,170310208011019
1074,170310208012000
1075,170310208012001
1076,170310208012002
1077,170310208012003
1078,170310208012004
1079,170310208012005
1080,170310208012006
1081,170310208012007
1082,170310208012008
1083,170310208012009
1084,170310208012010
1085,170310208012011
1086,170310208012012
1087,170310208012013
1088,170310208012014
1089,170310208012015
1090,170310208012016
1091,170310208012017
1092,170310208012018
1093,170310208012019
1094,170310208013000
1095,170310208013001
1096,170310208013002
1097,170310208013003
1098,170310208013004
1099,170310208013005
1100,170310208013006
1101,170310208013007
1102,170310208013008
1103,170310208013009
1104,170310208013010
1105,170310208013011
1106,170310208013012
1107,170310208013013
1108,170310208013014
1109,170310208013015
1110,170310208013016
1111,170310208013017
1112,170310208013018
1113,170310208013019
1114,170310208014000
1115,170310208014001
1116,170310208014002
1117,170310208014003
1118,170310208014004
1119,170310208014005
1120,170310208014006
1121,170310208014007
1122,170310208014008
1123,170310208014009
1124,170310208014010
1125,170310208014011
1126,170310208014012
1127,170310208014013
1128,170310208014014
1129,170310208014015
1130,170310208014016
1131,170310208014017
1132,170310208014018
1133,170310208014019
1134,170310208021000
1135,170310208021001
1136,170310208021002
1137,170310208021003
1138,170310208021004
1139,170310208021005
1140,170310208021006
1141,170310208021007
1142,170310208021008
1143,170310208021009
1144,170310208021010
1145,170310208021011
1146,170310208021012
1147,170310208021013
1148,170310208021014
1149,170310208021015
1150,170310208021016
1151,170310208021017
1152,170310208021018
1153,170310208021019
1154,170310208022000
1155,170310208022001
1156,170310208022002
1157,170310208022003
1158,170310208022004
1159,170310208022005
1160,170310208022006
1161,170310208022007
1162,170310208022008
1163,170310208022009
1164,170310208022010
1165,170310208022011
1166,170310208022012
1167,170310208022013
1168,170310208022014
1169,170310208022015
1170,170310208022016
1171,170310208023000
1172,170310208023001
1173,170310208023002
1174,170310208023003
1175,170310208023004
1176,170310208023005
1177,170310208023006
1178,170310208023007
1179,170310208023008
1180,170310208023009
1181,170310208023010
1182,170310208023011
1183,170310208023012
1184,170310208023013
1185,170310208023014
1186,170310208023015
1187,170310208023016
1188,170310208023017
1189,170310208023018
1190,170310208023019
1191,170310208024000
1192,170310208024001
1193,170310208024002
1194,170310208024003
1195,170310208024004
1196,170310208024005
1197,170310208024006
1198,170310208024007
1199,170310208024008
1200,170310208024009
1201,170310208024010
1202,170310208024011
1203,170310208024012
1204,170310208024013
1205,170310208024014
1206,170310208024015
1207,170310208024016
1208,170310208024017
1209,170310208024018
1210,170310208024019
1211,170310208024020
1212,170310209011000
1213,170310209011001
1214,170310209011002
1215,170310209011003
1216,170310209011004
1217,170310209011005
1218,170310209011006
1219,170310209011007
1220,170310209011008
1221,170310209011009
1222,170310209011010
1223,170310209011011
1224,170310209011012
1225,170310209011013
1226,170310209012000
1227,170310209012001
1228,170310209012002
1229,170310209012003
1230,170310209012004
1231,170310209012005
1232,170310209012006
1233,170310209012007
1234,170310209012008
1235,170310209012009
1236,170310209013000
1237,170310209013001
1238,170310209013002
1239,170310209013003
1240,170310209013004
1241,170310209013005
1242,170310209013006
1243,170310209013007
1244,170310209013008
1245,170310209013009
1246,170310209013010
1247,170310209013011
1248,170310209013012
1249,170310209013013
1250,170310209013014
1251,170310209013015
1252,170310209013016
1253,170310209013017
1254,170310209013018
1255,170310209013019
1256,170310209021000
1257,170310209021001
1258,170310209021002
1259,170310209021003
1260,170310209021004
1261,170310209021005
1262,170310209021006
1263,170310209021007
1264,170310209021008
1265,170310209021009
1266,170310209021010
1267,170310209021011
1268,170310209021012
1269,170310209021013
1270,170310209021014
1271,170310209021015
1272,170310209021016
1273,170310209021017
1274,170310209021018
1275,170310209021019
1276,170310209021020
1277,170310209021021
1278,170310209021022
1279,170310209021023
1280,170310209021024
1281,170310209021025
1282,170310209021026
1283,170310209021027
1284,170310209022000
1285,170310209022001
1286,170310209022002
1287,170310209022003
1288,170310209022004
1289,170310209022005
1290,170310209022006
1291,170310209022007
1292,170310209022008
1293,170310209022009
1294,170310209022010
1295,170310209022011
1296,170310209022012
1297,170310301011000
1298,170310301011001
1299,170310301011002
1300,170310301011003
1301,170310301012000
1302,170310301013000
1303,170310301013001
1304,170310301014000
1305,170310301014001
1306,170310301014002
1307,170310301021000
1308,170310301021001
1309,170310301021002
1310,170310301022000
1311,170310301022001
1312,170310301022002
1313,170310301022003
1314,170310301022004
1315,170310301023000
1316,170310301023001
1317,170310301023002
1318,170310301031000
1319,170310301031001
1320,170310301031002
1321,170310301031003
1322,170310301031004
1323,170310301032000
1324,170310301032001
1325,170310301032002
1326,170310301032003
1327,170310301032004
1328,170310301032005
1329,170310301041000
1330,170310301041001
1331,170310301041002
1332,170310301041003
1333,170310301041004
1334,170310301041005
1335,170310301041006
1336,170310301041007
1337,170310301041008
1338,170310301041009
1339,170310301042000
1340,170310301042001
1341,170310302001000
1342,170310302001001
1343,170310302001002
1344,170310302001003
1345,170310302001004
1346,170310302001005
1347,170310302001006
1348,170310302001007
1349,170310302001008
1350,170310302001009
1351,170310302001010
1352,170310302001011
1353,170310302001012
1354,170310302001013
1355,170310302001014
1356,170310302001015
1357,170310302001016
1358,170310302001017
1359,170310302001018
1360,170310302002000
1361,170310302002001
1362,170310302002002
1363,170310302002003
1364,170310302002004
1365,170310302002005
1366,170310302002006
1367,170310302002007
1368,170310302002008
1369,170310302002009
1370,170310302002010
1371,170310302002011
1372,170310302002012
1373,170310302002013
1374,170310302002014
1375,170310302002015
1376,170310302003000
1377,170310302003001
1378,170310302003002
1379,170310302003003
1380,170310302003004
1381,170310302003005
1382,170310302003006
1383,170310302003007
1384,170310302003008
1385,170310302003009
1386,170310302003010
1387,170310302003011
1388,170310302003012
1389,170310302003013
1390,170310302003014
1391,170310302003015
1392,170310302004000
1393,170310302004001
1394,170310302004002
1395,170310302004003
1396,170310302004004
1397,170310302004005
1398,170310302004006
1399,170310302004007
1400,170310302004008
1401,170310302004009
1402,170310302004010
1403,170310302004011
1404,170310302004012
1405,170310302004013
1406,170310302004014
1407,170310302004015
1408,170310302004016
1409,170310302004017
1410,170310302004018
1411,170310302004019
1412,170310302004020
1413,170310302004021
1414,170310303001000
1415,170310303001001
1416,170310303001002
1417,170310303001003
1418,170310303001004
1419,170310303001005
1420,170310303001006
1421,170310303001007
1422,170310303001008
1423,170310303001009
1424,170310303001010
1425,170310303001011
1426,170310303001012
1427,170310303001013
1428,170310303001014
1429,170310303001015
1430,170310303001016
1431,170310303001017
1432,170310303001018
1433,170310303001019
1434,170310303001020
1435,170310303001021
1436,170310303001022
1437,170310303001023
1438,170310303002000
1439,170310303002001
1440,170310303002002
1441,170310303002003
1442,170310303002004
1443,170310303002005
1444,170310303002006
1445,170310303002007
1446,170310303002008
1447,170310303002009
1448,170310303002010
1449,170310303002011
1450,170310303002012
1451,170310303002013
1452,170310303002014
1453,170310303002015
1454,170310304001000
1455,170310304001001
1456,170310304001002
1457,170310304001003
1458,170310304001004
1459,170310304001005
1460,170310304001006
1461,170310304001007
1462,170310304001008
1463,170310304001009
1464,170310304001010
1465,170310304001011
1466,170310304001012
1467,170310304001013
1468,170310304001014
1469,170310304001015
1470,170310304001016
1471,170310304001017
1472,170310304001018
1473,170310304001019
1474,170310304001020
1475,170310304001021
1476,170310304001022
1477,170310304002000
1478,170310304002001
1479,170310304002002
1480,170310304002003
1481,170310304002004
1482,170310304002005
1483,170310304002006
1484,170310304002007
1485,170310304002008
1486,170310304002009
1487,170310304002010
1488,170310304002011
1489,170310304002012
1490,170310304002013
1491,170310304002014
1492,170310304002015
1493,170310304002016
1494,170310304002017
1495,170310304002018
1496,170310305001000
1497,170310305001001
1498,170310305001002
1499,170310305001003
1500,170310305001004
1501,170310305001005
1502,170310305001006
1503,170310305001007
1504,170310305001008
1505,170310305001009
1506,170310305001010
1507,170310305001011
1508,170310305001012
1509,170310305001013
1510,170310305002000
1511,170310305002001
1512,170310305002002
1513,170310305002003
1514,170310305002004
1515,170310305002005
1516,170310305002006
1517,170310305002007
1518,170310305002008
1519,170310305002009
1520,170310305002010
1521,170310305002011
1522,170310305002012
1523,170310305002013
1524,170310305002014
1525,170310305002015
1526,170310305002016
1527,170310305002017
1528,170310305002018
1529,170310305002019
1530,170310305002020
1531,170310305002021
1532,170310305003000
1533,170310305003001
1534,170310305003002
1535,170310305003003
1536,170310305003004
1537,170310305003005
1538,170310305003006
1539,170310305003007
1540,170310305003008
1541,170310305003009
1542,170310305003010
1543,170310305003011
1544,170310305003012
1545,170310305003013
1546,170310305003014
1547,170310305003015
1548,170310305003016
1549,170310305003017
1550,170310305003018
1551,170310305004000
1552,170310305004001
1553,170310305004002
1554,170310305004003
1555,170310305004004
1556,170310305004005
1557,170310305004006
1558,170310305004007
1559,170310305004008
1560,170310305004009
1561,170310305004010
1562,170310305004011
1563,170310305004012
1564,170310305004013
1565,170310305004014
1566,170310306011000
1567,170310306011001
1568,170310306012000
1569,170310306012001
1570,170310306012002
1571,170310306012003
1572,170310306012004
1573,170310306013000
1574,170310306013001
1575,170310306013002
1576,170310306013003
1577,170310306013004
1578,170310306031000
1579,170310306031001
1580,170310306031002
1581,170310306031003
1582,170310306031004
1583,170310306032000
1584,170310306032001
1585,170310306032002
1586,170310306032003
1587,170310306032004
1588,170310306041000
1589,170310306041001
1590,170310306041002
1591,170310306041003
1592,170310306042000
1593,170310306042001
1594,170310306042002
1595,170310306043000
1596,170310306043001
1597,170310306043002
1598,170310306043003
1599,170310307011000
1600,170310307011001
1601,170310307011002
1602,170310307011003
1603,170310307011004
1604,170310307011005
1605,170310307021000
1606,170310307022000
1607,170310307022001
1608,170310307031000
1609,170310307031001
1610,170310307031002
1611,170310307031003
1612,170310307031004
1613,170310307031005
1614,170310307031006
1615,170310307031007
1616,170310307032000
1617,170310307033000
1618,170310307033001
1619,170310307033002
1620,170310307033003
1621,170310307033004
1622,170310307033005
1623,170310307033006
1624,170310307033007
1625,170310307061000
1626,170310307061001
1627,170310307061002
1628,170310307061003
1629,170310307061004
1630,170310307061005
1631,170310307061006
1632,170310307061007
1633,170310307061008
1634,170310307061009
1635,170310307061010
1636,170310307061011
1637,170310307061012
1638,170310307062000
1639,170310307062001
1640,170310307062002
1641,170310307062003
1642,170310308001000
1643,170310308001001
1644,170310308001002
1645,170310308001003
1646,170310308001004
1647,170310308001005
1648,170310308001006
1649,170310308001007
1650,170310308001008
1651,170310308001009
1652,170310308001010
1653,170310308001011
1654,170310308001012
1655,170310308001013
1656,170310308002000
1657,170310308002001
1658,170310308002002
1659,170310308002003
1660,170310308002004
1661,170310308002005
1662,170310308002006
1663,170310308002007
1664,170310308002008
